text,Optimistic,Pessimistic,Sad,Surprise
ببقي متفهمة انه ممكن حد يوحشني وانا موحشهوش عادي.... \nلكن القاعدة معاه مختلفة.. مش هاقدر اتقبل اني موحشهوش \nفبقولها لربنا وهو يوصلها بمعرفته,0,0,1,0
وكأني غريب ضائع في هذه الحياة رغم اني على قيدها واعرفها منذ عقود #غربة_غريبة,0,1,1,0
@picsalmal (بالطول بالعرض قطر تهز الارض) هتاف الطيبين  (فرح) ,1,0,0,0
حسبي الله ونعم الوكيل عليك ياتميم شمت فينا الأعداء والحاقدين وسعيت في الفتنة وجعلت ناس حاقدين يسعون بالفتنة بين الشعبين ؛\n#تميم_الخاين_النذل,0,0,1,0
لساتني اكرهكم بس الفرق الوحيد بين زمان والآن انه زمان كنت اكتب عنكم اشياء مب زينة. لسة اكرهكم رغم اني بطلت عشن لاتغضبوا,0,0,1,0
\nضايقً صدري لي ايام والله العظيم \nغصةٍ  في الحلق مدري وش اسوي بها,0,0,1,0
صدق إحيانا وبأوقات معينة يجيك شعور ودك تخمخم كل الناس الطيبة اللي حولك اللي تشوف الجانب الرائع فيك وتزيدك #سعادة  (قلب) ,1,0,0,0
إهداء متواضع من قروب جمهور الزعيم الملكي على الفيس بوك لحارس الفريق الأول لكرة القدم بنادي الهلال عبدالله المعيوف #تساهل_يابطل,1,0,0,0
 (قلب) اللهم اجعله مساء الجمعة مساء خير خال من اليأس والأحزان وانشر بقدرتك الفرح والتفاؤل يارب (قلب) ,1,0,0,0
مسألة إنك تعيش -فعليا- وحيد صعبة جدا ترا ويزعجني إن كثير من المبزرة هنا يثرثرون عن العزلة ومحد منهم يعي اللي يقول الوحدة بتقتلني وأنا حي,0,0,1,0
الله يمسح على قلبك و يرجعك لصوابك بيدك تدخل النار راجع نفسك قبل تموت الجنه ما يبغالها قتل و ترهيب و تعذيب,0,0,1,0
جننت اختي الكبيره اقولها ابغى اطبخ ابغى اطبخ اديني الوصفه حقتك وعلى اساس اليوم اسوي الفطور واختي الي راحت تطبخ قلت لها انا اسوى  (بكاء)  (بكاء)  (بكاء)  (بكاء) ,0,0,1,1
م يوم ميلادك ميلاد الأيام الحلوه بحياتي ياوجه الرضا بعمري من سنين العمر كله ياصاحبة عمري ياغيث من الفرح يملي سماي,1,0,0,0
اللهم امسح دمعة كل حزين واجعلها بسمة تزين بها وجهه,1,0,1,0
نجمه متألقه وجميله اتمنى لك التوفيق  (موافق)   (قلب) ,1,0,0,0
ﮧ✿ﮧ اللهم #راحة تستوطن قلب أمي وأبي بعرض سمائك  (قلب)   thought_balloon ,1,0,0,0
يخيفك ان يضيع عليك إيمانك هذه المخاوف هي أدلة ضعف العبد وعنايته عل الله بهذا أن يرحمه ويبقي عليه ما رزقه من عطاياه الإيمانية,1,0,0,0
مدتيرم خفيف لطيف,0,1,0,0
انا جالي حاله رعب وخوف من منظر الثانويه العامه دلوقتي اهو وانا اصلا داخله علي ثانويه عامه ونيله ومرعوبه منها ف اهدو شويه يجدعان مش كده !,0,1,0,0
أغلى تاريخ عقلبكم  (فرح)   cherry_blossom  #مرح  eyes ,1,0,0,0
@maisho @6aLaLD @IFhad_0 @AviationWG شوف الي هنا وتعرف ليش النفسيه سيئه #معاناة_موظفي_الخطوط_وشركاتها,0,1,1,0
صباح الخير أنا حزينه جدا ولا أحد يستحق قلبي ولا تضحياتي وأشعر بأن قلبي قد غار في الظلام من الوحدة,0,1,1,0
@q_i64 @habash001 انا أقدر مخاوف الخائفين لكن احنا فعلاً صاير فينا صورة من صور العراق وسوريا جوع ومرض و قمع وفقر,0,1,1,0
يارب نصر من عندك لقلبي ولعيوني الي تغير حالهم وجهي اللي شبع ذبول انا مو كذا ياربي رجعني الحلوه اللي تملى الحياه حياهه  (إنكار)  (قلب) ,1,0,1,0
"بخاف اوصل لمرحلة اني بجزع ع حاجه ربنا كتبهالي ،بخاف دا يكون لأن جوايا وحش فبقول الحمد لله ،بس لسه في حاجه ناقصه لأن وانا بقولها لسه بسأل ليه",0,0,1,0
#ظلم_الكادر_الاداري اللهم من نام على ضيق فأيقظه على فرج ومن نام على حزن فأيقظه على فرح ومن نام على عسر فأيقظه على يسر  (قلب) ️,1,0,0,0
دائما أحاول تحدي مخاوفي الشي اللي أخاف منه أحاول اسويه مرة ومرتين لين أعتاده ويصير شي عادي بس للحين المرتفعات اخافهن وخاصة اللي حاجزهن,1,0,0,0
ولو أن التهنئة متأخرة جدا ولكن ممتنة لقلوبكم التي استحملت ضجر السنوات العجاف وكل عام وأنتم ومن تحبون بقربكم وبصحة وعافية  (قلب) ,1,0,0,0
#احتفالات_عيد_الرياض اهم شي بيجيبون مزعل فرحان في العيدد  (فرح)   (فرح) ,1,0,0,0
#ارهاق #تعب #غربة #حزن #ضيقة #انتظار #وهم #وجع #وحيد ' ' #شكرا,0,1,1,0
اللهم اجعل هذا اليوم خيرا لكل قلب أودع أمانيه عندك وينتظر الفرح صباح ال :يارب يمر هاليوم بتفاصيل صغيرة تسعدكم وتغير مزاجكم للأحسن (سلام)  (قلب) ,1,0,0,0
ايه الكيوت في كائن زي البومه نذير شؤم اساسا هاري بوتر حضرتك هه,0,1,0,0
في اليمن السعيد العيد غير اجواء فرح وابتهاج لا يعكرها سواء صوت طائرات العدوان عساكم من عوادة واليمن بافضل حال والنصر للابطال #عيدكم_مبارك,1,0,0,0
#شتسوي_وقت_العصبيه وش عندنا عير انك تبكين لين ينفجر راسك وتنامين  (متألم تعب) ,0,0,1,0
من وين ي حسرة  (مزح)  جو زفت و يوم طين,0,1,1,0
هما اللي بيعت علي صراحة ربنا يفرح قلبك بتبقي من قلبكو بجد اصل بقالي يومين قلبي فرحان بزيادة ومش عارفة المه  (بكاء)   (بكاء)   (قلب_مجروح) ,1,0,1,0
مؤلم ذلك الشعور الذي يجعلك تائه بين غصة الفراق والحنين إلى ذكريات مضت قاسي الم الفراق*,0,0,1,0
#بنوزع_فولورز_وفوانيس_رمضان\nالبيوت أه عليها #زينه   confetti_ball  crescent_moon .. لكن جوا منها قلوب #حزينه  (قلب_مجروح) ,0,1,1,0
استغفرالله اصلا انا مادري شمقعدني للحين  (فرح) ️ #زعل #فضفضة #شاربه_قهوة_دبل_شوت #سمسم_كله_منج,0,1,1,0
قلبي مكسور. مو نصين انصاص كثيرة واشلاء كثيرة. ريم في غاية الحزن والاستياء \n (قلب_مجروح) \n (قلب_مجروح) ,0,1,1,0
خبر محزن ومؤسف جدا أول مره أحس أن الدنيا إنتهت باعفاء محمد بن نايف لكن الله يطول بعمره ويحفظه ويحميه ويشفيه شفاء عاجل  (قلب)   (قلب)  #محمد_بن_نايف,0,0,1,0
كل رمضان له بصمة تعذيب مختلفة بقي العشر الأواخر بس وأصحى من هذا الكابوس على كابوس آخر أقل سواد,0,1,1,0
الله ياخذني قاعد يجيني خفقان قوي لأني ماكلت زين امس,0,1,1,0
يوم اقسم بالله يعنى اللهم لا اعتراض لا ليا نفس اذاكر ولا حتى عايزة احاول خالص ولا مش هاممنى مثلا وعادى ومتعصبة ومتنرفزة ومن غير سبب  frog_face  frog_face  (قلب_مجروح)  (قلب_مجروح) ,0,0,1,0
قاعده اعيش جو غريب حاليا قرف مع اشمئزاز مع غضب مع ذكريات مخيسه لناس تافهه مع جو اختبارات يقرف,0,0,1,0
#خايف اروح المدرسه الاقي المدير بيومي فؤاد,0,1,0,0
@MaiEzzEldin كل لما شوفك واسمع صوتك بتفكريني بأول حب كانت شبهك في كل حاجه حتي ضحكتك وصوتك (فرح)  (فرح)  بالتوفيق دايما ومتألقه يانجمه مصر folded_hands  OK_hand ,1,0,0,0
الحمدلله ع تلاشي كل المخاوف وعلى الحياة واللي يزرعوا فينا الحياة (قلب) ',1,0,0,0
لما بتفرج علي صور كل ايفنت واقرا الكلام المكتوب بيجي ف دماغي مدحت صالح وهو بيقول *افتح خزاين ذكرياتك شوف الصور هتلاقي قلبك يرتعش حب وشجن*,1,0,0,0
7:10 p m الحجيم هنا غاضب جدا,0,0,1,0
"تعبت\nمن كثر المعاتب ،\nوالكلام \nومن ""خيبة الهقوه"".\nومن قولة آفا !!\n\nصار الجفا عندي \nمثل رد السلام !\nماعاد عندي..\nللجفا غير ""الجفا""\n\n#يأس",0,0,1,0
من اكتر الحاجات اللي بتعملي انشكاح كده و سعادة لما الاقي حد فرحان بصورة انا اللي مصورها بحمد ربنا والله علي نعمة التصوير و بقرر مبطلش  (موافق) ,1,0,0,0
مساء الغلا وكلمة هلا\nمساء الورد وعظيم الورد\nمساء الشوق ياكامل الذوق,1,0,0,0
جاء الزبون يبي يغير مدخل الشاحن فكيت الجوال وكسرت شاشته استشاط غضبا ثم بطحني على طاولة المحل وشبك الافوميتر وجهاز اللحام بمكوتي,0,0,1,0
#جرح القلوب ماتعالجها الأعذار  leaf_fluttering_in_wind  مثل التعازي ماترد المصيبة  (قلب_مجروح) ,0,0,1,0
بكرهني كتير لما إتذكرك بتلخص #مشاعر #شفقة مشاعر #ندم مشاعر #حزن بس أكيد مو #حب ولا #إخلاص,0,1,1,0
#اعدام_مصر انقلاب عسكري كامل الاركان لازم يكون فيه دم وظلم لاي من كان المهم اخويا واختك الان تحت ايديهم حنقعد نتفرج عليهم وهم بيذبحوا فيهم,0,0,1,0
 ribbon  حديثك معى يغرقني فرح  (قلب)  #سحر_خآنوم  rainbow ,1,0,0,0
#أخاف لما يجيني ذاك الشعور اللي يخليني افتح كل غرف البيت و استودع الله الأرواح النايمة فيها  persevering_face   (قلب_مجروح) ,0,1,1,0
نفسي يجمعوا كل الطلبه اللي بتتوتر بشكل جنوني اثناء الامتحان و يحطوهم ف لجنه واحده بحيث يخلصوا ع بعض و النوع دا من الناس ينقرض تماما بلا رجعه,0,0,1,0
السعادة لكل ناوي ماهي في لبس الكساوي عيد سعيد,1,0,0,0
#اطفال_سوريا مت ياصغيري دونما اي #صراخ فصرخات أمثالنا لايسمعها #المتخاذلون,0,1,1,0
اكتشفت ان من امبارح للنهاردة خلصت علبة ملح عالفطار والسحور ومش عارفة بالظبط لو عرفوا فالبيت هيعملوا اية  (ضحك مزح)  (حيره) ,0,1,0,0
#فرحتي_نجاحي التدريب الميداني3 عملت فيه واشتغلت فيه بنفسي من تقارير ومباشرة وبحث وكل شي فجاءة رسبت رفعت اعتراض بالموقع وراسلت العميد,1,1,0,1
@D_ANAF99 والله ي دانا اني احبك في الله واذكر يوم شويشتا بلكتك المهم اني قعدت اضحك عليك الله يسعدكم يارب ويوفقك والله يجمعنا بجنات النعيم  (قلب) ,1,0,0,0
البقاء و الدوام لله نحتسبهم عند الله شهداء صعدوا اليه و هم يصلون له و الي جهنم و بئس المصير لكل من حرض و خطط و نفذ يوم اخر حزين يا بلدي  black_square_button ,0,0,1,0
الناس اللي بتزهق بسرعة ببقى معاهم مش على راحتي خالص خوفا من ان احساس الزهق مني يوصلي وده يزعجني كواحدة حساسة زيادة فتلاقيني ببعد من أولها,0,1,1,0
"هتلاقى نفسك فيوم محطوط فموقف انك ممكن توجع شخص نفس الوجع اللى انت حسيته زمان,ربنا بيشوفك مش هترضاها لغيرك ولا هتدوس عليه و تشفى غليلك",0,0,1,0
يقول حكيم: إذا جاءتك صغيرة فأقفز من فوقها وإذا جاءتك كبيرة فادخل من تحتها ستكسب الجولة في كلا الحالتين #فطنة #جولة #انتصار,1,0,0,0
@RemonMicheal اه يا عم وحشتنا الفرحة  (ضحك مزح)  (ضحك مزح)  (ضحك مزح) ,1,0,0,0
من يوم واناصغير عارف العن من الفلسطينيين مابلقى اثق باليهودي ولا اثق فيه ابن الكلب اخ بس ودي اطردهم طرد الكلاب #مهند_الفلسطيني_يشتمنا_ونكرمه,0,1,1,0
نسينا ماكلينا هروب جماعي واحد في الاحساء الله يستر عليه و الثاني مشاكل عائلية  (مزح) ,0,1,1,0
طفح السرور عليّ حتى أنه\nمن فرطِ ما قد سرني أبكاني\n\nيا عينُ قد صار البكا لك عادةً\nتبكين في فرحي وفي أحزاني\n\n#شعر #منقول,0,0,1,0
@A7laRe7lh اول كم يوم شاركنا ومافزنا بشي وسحبنا (بكاء) قهر علي الفاضي,0,1,1,0
الجزء التاني من #الزيبق من اكتر الاشياء يلي متحمسه الها  (فرح) ,1,0,0,0
-يا نهار اسود! بهجت عمل عملية البواسير\n=هو مش لسه عاملها امبارح\n- لا ما هي انتشرت في جسمه كله\n#ضحك_كتير,0,0,0,1
بكره التهويل و تعظيم و تضخيم الأمور و الأحداث حتى بالأشياء الحلوة بكره جو الكارثية اللي بعيشو الواحد حتى ع أصغر و أتفه المشاكل #قلق #خوف,0,1,0,0
صوتك أمان يحضن قلبي قبل مسمعي  (كسل)   (قلب) ,1,0,0,0
٩- المسربات الاماراتية ان ثبتت تضر بالعلاقة مع دول الخليج وتنذر نذير شؤم لأزمة تحمل على ظهرها فتنة لن تنطفىء نارها #تسريب_سفير_الامارات,0,1,0,0
أول قرار تتخذه بعد الاستيقاظ وصلاة الفجر لا بد أن يكون الابتسامة ابتسم كثيرا ولا تنغص حياتك بأي شيء فأنت جميل صباحكم أجمل مما تتوقعون,1,0,0,0
وان كان ل : الرحيل مقياس و وجع ف رحيلهم استنفذ جميع الاوجاع رغد_نوف,0,0,1,0
حد يعرف ايه تفسير الغليان اللي انا في بقالي حركة ١٢ ساعة بغلي و مش عارف انام و كفراااان و حالتي كرب  (غضب)  (غضب)  (غضب)  (غضب)  (غضب) ,0,0,1,0
أسوء لحظه \nلما تبقى مخنوق ومتلقيش حد تفك نفسك معاه - يشعر بـالوحدة,0,0,1,0
انا اللي صرت حس اسم فرح احلى بعد ماصار اسمكن #الفرحانين #فرحانين  cherry_blossom   two_(قلب)s  الله يخليلي ياكم ومايحرمني منكم ابدا  (رفع اليد)   light_skin_tone   (قلب) ️ butterfly ,1,0,0,0
لاشيء يثير الأنتباه في الآونه الاخيره لا حزن ولا فرح قادر على تحريكي من الداخل ذبول وبرود أيام ممله وأشخاص عابرين ؛ لا شيء أكثر,0,0,1,0
#أحيانًا أمنية وحدة لما تتحقق قادرة تخليك تركن جميع أمانيك على جنب وتكتفي فيها.. (قلب) ,1,0,0,1
حبايبي زي ما انو الصيام ينجرح برضو انا انجرح !!!! .. كلموني باسلوب كويس بعيد عن جرح المشاعر بليز يعني ! #حساسه #دموع,0,0,1,0
ياقلبي منشن لك بهذا تاق اتمنا الكل يطالب فيه سرور انتم نجاح سرور بعد الله لازم استغلال الفرصه #احتفالات_عيد_الرياض,1,0,0,0
يابخت من صلى الفجر في جماعه تشرق عليه الشمس مرتاح مسرور وبعد الشروق اتبع صلاته بطاعه وتجنب الاثام والظلم والزور صباحكم مني وردات وزهور  (سلام محبه)   hibiscus   (سلام محبه)   tulip ,1,0,0,0
#حزين بكد مابالدنيا #فرح,0,0,1,0
"حسبى الله ونعم الوكيل  (مخيب)  يعنى انتوا مبسوطين من التوتر ده ، فكرين ان انتوا كده بتعلموهم يعنى ، لا لا كدة اسمها بتعقدوهم على فكرة  unamused_face \n#التعليم",0,0,1,0
#الاهلي_اهلي_دبي\nالأهداف حلوه شو ذنبي\nالنرفزة \nما عرفنا لعبها من جدها \nبيها شي؟ لا مابيها \nتكسر وتضرب لا ما بيها,0,1,0,0
حودا كل سنه و انت طيب سنه سعيده ان شاءالله انجوي يور داي  (قلب)   party_popper ,1,0,0,0
@NourSerah @Dinah_ashraf همم بس على الاقل بتخففوا على بعض! ف نفس ليفيل البؤس مش الون كدا  (حائر)  (قلب_مجروح) ,0,1,1,0
كلي ثقة بولي العهد الامير محمد بن سلمان بأن يعيد البسمة في هذا العيد لمشعان واخوته بخروج ابيهم وسترون  (موافق)   light_skin_tone   folded_hands   light_skin_tone  #مشعان_يناشد_ولي_العهد@,1,0,0,0
ما انتو قايلين شنو !\n بتجوط بتجوط عشان تترتب الله دا كريم شديد  (رفع اليد)  medium-dark_skin_tone  (قلب) \nبس انتو قولوا يااااارب\n#تفاؤل,1,0,0,0
وعلى فكره مايحتاج ترسل لها شعر وكلام حب مجرد ماتقول لها ياهنري كسنجر روحي او ي تشرشل قلبي وبتكون سعيده وبتتعلق فيك وتبحبك اكثر,1,0,0,0
ذاك الكلام الخائف المتردد المرتجف الذي لن ولم يقال من يحزن عليه؟! fallen_leaf ,0,0,1,0
"أخاف من ذنوب نسيتها ولم تنسها يا الله ، فا غفر لى \nما تقدم من ذنبي وما تأخر ...",1,0,0,0
انقلعي يا ما يقارقك تأنيب الضمير بسبب الصياح والدموع الي نزلناها 3 سنوات وبالنهايه خليتنا نصيح ضعف  (استفهام)   (استفهام)   unamused_face   oncoming_fist   oncoming_fist ,0,0,1,0
حوار ان حد يتعلق بيك وانت ميش حاسس بحاجه تجاهه ده تأنيب ضمير,0,0,1,0
اعتياد الدم شئ مرعب  (كسل)  (مخيب)  رحمتك بينا يارب,0,0,1,0
@Dearwenhan يووه احببب التويتس حقتك مره خاصه لما تبدين سبازنق بالانقلش  (ضحك مزح)  (قلب)  لطيفه مره تعجبيني ولما اشوف اليوزر حقك احس بالانتماء مدري ليش  loudly_(بكاء)  (ضحك مزح)  (قلب) ️,1,0,0,0
ما اقسى شي حين تبكي على وجع بلا دموع  (بكاء)  (بكاء) ##غصة الم,0,0,1,0
"فهد الأنصاري ""مازحا أبارك للكابتن نبيل معلول توليه مهام تدريب منتخب تونس وأتمنى منه عدم إستدعاء عكايشي لأن #الاتحاد بحاجة له",0,1,0,0
١ حبيبي وأخيرا جا هاليوم اللي انتظره من زمان جا هاليوم و جا معاه كل شعور حلو  glowing_star  كل عام و انت بخير ي ملاكي - #ميلاد_العتيبي٧٦٧,1,0,0,0
وانت طيب وبخير وصحه وسعاده ياارب عيد سعيد علينا جميعا  (فرح) ,1,0,0,0
يا #حسرة ؛ كانت #البنت مثل #أمها تنضف و تطهو  (فرح)  أما الآن #أصبحت مثل #أبيها تشيش و تتكيف  (بكاء)ing_face  #برامج_النهار_في_رمضان_2017,0,0,1,0
موضوع اني اتجوز واحده معشتش معاها قبل كده في بيت واحد موضوع مرعب الحقيقه,0,1,0,0
أحتاج إلى الهدوء جدا ففي داخلي ضجيج مدينة من الحنين وفي قلبي أشلاء حكاية ممزقة وفي عيني ملح بكاء ألف ليلة وليلة #خذلان,0,0,1,0
ودي أسوي رياضة الساعة 10 الصبح و أركض و أتعب و يوغا و بعدها بشوي أشرب معاي  (فرح)  استغفر الله اللهم اني صائم خلاص كنسل رياضة اليوم  raised_hand ,1,0,0,0
@Fahd12Alshehri هدي شوي شكلك غاضب\n\nشهر ونرجع حبايب\n\nقطر منا وحنا منهم\n\nامور سياسية يحلوها كبار البلد,1,0,0,0
من يتلقف الأخبار العاجلة الوادة من #لندن يصاب بالذعر لا لوم على الصحافة بل على تصورات المتلقي الواقع ان 99٪ من لندن أمان فلماذا الذعر,0,0,1,0
@yosefkarem @D(قلب)D انتم سويته ال ما يتسوه.  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy \nشكراا ليكم والله كتير نجاملكم في الافراح  (فرح)  (فرح) ,1,0,0,0
#اختصر_شعورك_بكلمه سعادة عميقه  (فرح)  انشكاح واسع الأفق بمجرد تلذذي بنعم الله فلله الحمد والمنه,1,0,0,0
للاسف رد خارجيتنا كان ضعيف ومهزوز ولا اضرب العثماني واصعقه وضعه في حجمه الصحيح,0,0,1,0
خذني يا الله لطريق ليس به اذى لمكان يخلو منه حزن أخلني من التفكير المرهق وأصرفني اليك صرفا جميلا يليق بجلالك  (استسلام)   (قلب)  #قروب_ريم_للدعم,1,0,0,0
جوانا حاجات كتير مكتومه لا قادرين #ننساها ولا عارفين نحكيها لحد بس هي بتحكي نفسها ع هيئة #صداع #وجع #سرحان #عصبيه و #حزن من غير سبب  (قلب_مجروح)   (مخيب) ,0,1,1,0
@Salameh76 مو زعلانة بس ساخطة لأنه ما لقيت أجوبة  (حيره)  medium_skin_tone ‍ female_sign ️ (منزعج)  medium_skin_tone ‍ female_sign ️,0,1,1,0
@alsamayil ههههه. خلك عند الحائط المبكي . وقع على صور تميم . ههه وش خليتوا لليهود .. شعب مهان . ولعب فيه حليب الحمير  (فرح) ,0,1,0,0
#ضيقه #حزن #انتحار #موت,0,1,1,0
تبيع الورد وفي عيونها حزن وآهات٫تبيع الفرح لأصحابها وهي فاقده أفراحها,0,1,1,0
@LllDev ماله داعي تشهير شي بيني وبينك (غضب) ,0,1,1,0
لكي تحقق أكبر قدر من السعادة والإشباع في حياتك فإنك بحاجة إلى ذخيرة من مهارات التفكير,1,0,0,0
@fatima_baqher كلام صحيح\nلكن\nاذا تقيدنا بهذه المخاوف لن نستطيع عمل شئ ابدا,1,1,0,0
أحب احساس #السعادة المُفاجئ اللي من غير أي أسباب تحس انك راضي عن الحياه وَ ودك تسعد كل الناس معاك . (قلب) ️,1,0,0,0
مبكرهش ف حياتي قد ان اعض لساني وانا باكل  (حزين) ,0,0,1,0
بلدنا لكن هذولا ليس لهم ذنب مشكلة بعض احلم الانسان يالجين تحقيقه فيه تدمير له ولغيره وحلم موزه وتميم مدمر العروبة خوفنا,0,1,0,0
قد ماقلبي محروق وفيه من الغصات مايدميه قد مااحاول انكر هل شعور خوفي عليك لايذوقك ربي ماذوقتني #تناقض_سخرية_الحب ؛),0,0,1,0
احمي عائلتي ياالله من حزن يسكن اعينهم ومن خبر يقطع طريق سعادتهم ومن مرض ينزع صحتهم ومن هموم الحياة واوجاعها  glowing_star   (قلب) ,1,0,0,0
#عيديتك_مع_رغد_محمد٤ الله يسعدك ابي ايفون ٧ احمر فرحيني بهالعيد الله يفرحك  (فرح)  purple_(قلب)  purple_(قلب)  purple_(قلب)  purple_(قلب) ,1,0,0,0
معاك أنت مضى عمري حزن وعتاب .,0,1,1,0
@vxibra يالله ماهذي الطمأنينه الي دخلت قلبي unamused_face  (قلب_سهم)  (قلب_سهم)  (قلب_سهم) ,1,0,0,0
بعد عندي فوبيا من الاشياء الكبيره مثل الشاحنات ياربي رعب حتى صوتهم يوترني والجبال بعد تخرش خصوصا بالليل لو شفتها عادي اقعد ابكي,0,0,1,0
الحمد لله أن في موت تخيلوا الحياة أبدية و نحن قاعدين في ليبيا للأبد #كابوس,0,1,1,0
@hssenalsa ادع لي أصير معمم واجاوبك  (فرح) ,1,0,0,0
الواحد بيبقي عايز الناس اللي تدخل حياته تملاها اطمئنان و سلام كده مش خوف وقلق وتوتر و نكد  (فرح)  ايش هذا والله  face_with_tears_of_joy ,0,0,1,0
مشكله الي يشتري ملابس مو ماركات ملابس كلهم انكمشو  (فرح)   (قلب_مجروح)  &lt; ابي احد يقول غلطان لا سمح الله  (مزح) ,0,1,1,0
"ع الرغم من ان الامتحان ماكان وااو ، الا اني حدي مستانسة و مبتهجة و لازم افلها اليوم  (ذكي)  (ضحك مزح)  (قلب) ️ #افتكينا #هاوسنق",1,0,0,0
وحيد بين الناس وحيد وغريب يوم كل الناس صاروا أغراب وقريب لا أحتاجني المحتاج وبعيد لا زاد فيهم النميمه والغيبه #غربة_روح,0,1,1,0
اذا كانت اللحية رمزا للوقار فالماعز خير مثال  goat  #لحية #نفاق #كذب #حقد #ارهاب #كراهية #رمضان,0,1,0,0
"شي صعب ينسكت عليه !؟ ارحمونارجاءََ فكرووفيها للحظات تضيع يوم من رمضان بأجروا عشان لحظة غضب،توصل مضاربة في الشارع!!؟؟ ياهووو (غضب) \n#لنرقى_بأخلاقنا",0,0,1,0
#الامير_فيصل_قياده_المراه_قادمه\nقسم بالله طفشت كل مرة توعدونا ولا شفنا شيء. unamused_face \nوالله العظيم ترى قيادة المرأة مو حرام. (غضب) \nخايفين من أيش؟؟ (غضب) ,0,1,0,0
اية ركبتي يا حلوة مش ناوية تتظبطي بقي نص الأجازة طارت ومش عارف لسة ألعب كورة  (محبه) ,0,1,0,0
وأنا أشعر بثقل هذا التعب كان على النوم أن يأوي إلى عيني لكن كل شيء عديم الشفقة,0,1,1,0
"انا عن اهل الحكي والوقت وإزعاجه:\nيا كبر عقلي، ويا صبري ، ويا طيبي",1,0,0,0
#كليب_ياموطنيي رسالة تفاؤلية:دائما هناك فرح مختبئ ينتظر إستغفارا ليظهر  (بكاء)   (بكاء) ,1,0,0,0
والله عجزت اكرهه جوزية اليوربا ليغ بطولة ممتازة لفريق غاب عن الالقاب الاوروبية وله فترة غائب عن الساحة الاوروبية,1,1,1,0
قلبي بيوجعي كفاية اللي فيه مو ناقص  (كسل) ,0,0,1,0
ربي أحتاجك معي بكل #لحظة أﻣر بها #يارب مدني ب صبر ليس له آخر و من بعد #صبري بشرني ب فرح يسكن #أعماقي للأبد,1,0,0,0
@anwarmalek فلوسنا واحنا حرين فيها وش دخلكم  يامطايا المجوس..صفقات تجارية ضخمه ستعود بالنفع على المجتمع السعودي بالتأكيد وموتوا بغيظكم  (مصدوم) ,1,0,0,0
طالما سخر أبي -وهو على قيد الحياة- من عيد الأب واعتبره مناسبة مضافة الآن بعد رحيله عرفت أهمية الاحتفال بهم في هذا اليوم ولو رغما عنهم,0,0,1,0
اتمنى لك يوما سعيدا دافئا,1,0,0,0
"#خريجات_الثانوية_الثانية_مقررات_٢ ١٧ : ""ألف مبروك التخرج ؛ اتمنى لكم حياة جامعية موفقة ومستقبل مشرق"" Good luck to you all  purple_(قلب)   graduation_cap   (فرح) ",1,0,0,0
نفسى فى ايموشن للصويت واللطم والندب وكل الحاجات اللى الواحد مش بيقدر يعملها فى الحقيقة عندى كبت محتاج يخرج للنور - يشعر بالاستياء,0,1,1,0
ياليت أيامنا كلها رمضان راحة ومحبة وناس طيبة تجتمع على الخير وقلوب صادقة ودموع راجية عفو الله  cherry_blossom   (قلب) ,1,0,0,0
اليوم يمكن تقولي يانفس انك سعيده يشهد على صدق قولي دقات قلبي الجديده musical_notes  two_(قلب)s ,1,0,0,0
انا رايحة اعمل عملية تانى فى عنيا\nادعولى\nوقلبى وربى غضبانين عليك يا اللى تفرط فى ارضك,0,0,1,0
مع #الله تبتسم الشفاه وتحلو وتصفو #الحياة مع الله #سعادة و #أمان وفرح و #اطمئنان مع الله تحلق روحك نحو #السماء فتمتلئ بالصفاء و #الهناء  (قلب) ,1,0,0,0
مجتمعات تقدس العادة وجعلت من العادة عبادة #للأسف,0,1,1,0
#١٧_رمضان​  crescent_moon  leaf_fluttering_in_wind \nلا أعلم  ماهي أمانيكم لكن اسأل الله الذي لاتعجزه الحاجات والأماني ولو كثرت أن يعطيكم ما تتمنون من خيري الدنيا والآخره ​\n leaf_fluttering_in_wind ,1,0,0,0
"@pink_basant في ناس يطلع لنا بدل #يكتب_الان ، ، #يكذب_الان",0,1,1,0
ايه صح لأني وفي لازم أشكر المسكنات الرهيبة الي تجبرك تشوف كل شيء حلو ولازم اشكر موظف المحل الذكي على قهوته المغشوشة,0,1,1,0
هناك شعور لا يكتب ولا يحكى هو يؤلم فقط #غصة,0,0,1,0
انا من موقف وصار عندي فوبيا مشكله ودي اسافر بس الفوبيا ذبحتني#فوبيا_الطيران,0,0,1,0
نفسى اعيش بعيد عن البشر تعبت نفسيتى وحالى دايمآ ضجر ما فى حدا يهون علينا ولو بكلمه نكمل بيه المشوار لا انيس ولا جليس تعبت يا بشر,0,1,1,0
يا رب فرح قلوبنا كلنا يا رب محتاجين الفرحة من عندك يا الهي تحنن علينا يا ابينا برحمتك  (حزين مخيب)   folded_hands   medium_skin_tone ,1,0,0,0
انا مش عايز توتى يبطل كورة  (بكاء) \nكل اللعيبة اللى اتولدت اتفرج عليهم بيعتزلوا كده خلاص,0,0,1,0
ربي مع همسات الفجر الثاني عشر من رمضان أستودعك راحة قلبي و فرحتي و أسألك تسهيلا لكل أموري  (قلب) ,1,0,0,0
مكنتش قادرة اسكت خلينى بقا  تمن الكلام  raised_back_of_hand  raised_back_of_hand  \n#عزلة,0,1,1,0
