text,sentiment_id,Sad,Surprise,Optimistic,Pessimistic,Thankful,Empathetic,Anxious,Annoyed,Denial,Official,Joking
أكثر من 60 ألف وفاة في اوروبا جراء الإصابة بـ المستجد (تعداد فرانس برس),Neutral,0,0,0,0,0,0,0,0,0,1,0
ﻋﺰﻳﺰﻱ ﺍﻟﻨﺎﻣﻮﺱ    ﻣﺎ ﻋﻨﺪﻙ ﻧﻴﺔ ﺗﺘﻄﻮﺭ ؟!  ﻛﻞ ﺍﻟﺪﻧﻴﺎ ﺗﻐﻴﺮﺕ ﻭﺃﻧﺖ للحين ﺗﻤﺺ ﺩﻣﻨﺎ !!  ﺟﺮﺏ ﺗﺸﻔﻂ كورونا ً .. ﻣﻦ ﺑﺎﺏ تغيير الروتين الله يقلعك !😂,Joking,0,0,0,0,0,0,0,0,0,0,1
عاجل وزارة الصحة المصرية تنفي إنتاج علاج لفيروس كورونا وتؤكد المصابين يتلقون العلاج وفقاً لبروتوكول تم وضعه من خلال اللجنة العلمية,Neutral,0,0,0,0,0,0,0,0,0,1,0
"حالات الإصابة بفيروس حول العالم   إصابات اليوم الاربعاء   8/4/2020  الساعة 7:46 م   37,977",Neutral,0,0,0,0,0,0,0,0,0,1,0
يوم تويتر وسناب فيهم كورنا 😂 رسمي معلقين,Joking,0,0,0,0,0,0,0,0,0,0,1
وزارة الصحة الجزائرية: تسجيل 12 وفاة بفيروس كورونا و104 إصابات جديدة خلال 24 ساعة الماضية,Neutral,0,0,0,0,0,0,0,0,0,1,0
أ ف ب: أكثر من 60 ألف وفاة في أوروبا بـ,Neutral,0,0,0,0,0,0,0,0,0,1,0
أزمة كورونا تكشف الوجه القبيح للرأسمالية   رجال الأعمال لايعنيهم سوى الأرباح حتى على حساب الأرواح   نجيب ساويرس ادفع الضرايب ال عليك,Negative,1,0,0,0,0,0,0,1,0,0,0
خدمات طلابيه بحوث وواجبات وتلخيصات حياكم 🌟🌟        ,Neutral,0,1,0,0,0,0,0,0,0,1,0
أكثر من 60 ألف وفاة في جراء الإصابة بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
لأكثر حيوان منحوس في حياته ومن كثر نحسه من كل طلاب الجامعه رابعني انا كل عام وانت اقوى من كورونا يا بعد تشبدي ✨🎊🎉💌🎁,Neutral,0,1,0,0,0,0,0,0,0,0,0
   وزيرة الصحة الصومالية: تسجيل أول وفاة بسبب فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
"طرق مكافحة وتوعية الناس من حول العالم ، تتخذ طرق وأساليب مختلفة !     ",Positive,0,0,1,0,1,0,0,0,0,0,0
كورونا تسأل من يحكم العالم اليوم ومن يقدر أن يقول أنا قوي؟,Neutral,0,1,0,0,0,0,0,0,0,0,0
ابو سند شيل كورونا ولك مئه ناقه حمراء 🌚,Joking,0,0,0,0,0,0,0,0,0,0,1
أكثر من 60 ألف وفاة في اوروبا جراء الإصابة بـ المستجد (تعداد وكالة الأنباء الفرنسية فرانس برس),Neutral,0,0,0,0,0,0,0,0,0,1,0
فجاه بدون سبب احس الحياة بدت تصير كئيبه لان كل يوم نفس الروتين ي كورونا تكفين روحي.!!,Negative,1,0,0,1,0,0,0,0,0,0,0
أعلن ريال مدريد تخفيض رواتب الفريق الأول لكرة القدم والسلة بنسبة تتراوح من 10إلى 20% بعد توقف النشاط الكروي بسب فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
سبب الانتشار مرض كرونا هو ضعف المناعه هو اكلهم لحم الخنزير,Negative,0,0,0,1,0,0,0,1,0,0,0
يا عسى صمت المساجد ما يطول   يارب تكشف الغمه والمحنه تزول     ,Positive,0,0,0,0,0,1,0,0,0,0,0
يا جماعة ابي منكم خدمة بليييز  شلون طريقة طلب العلاج من المستشفى بدال لا اروحلهم ؟؟     ,Negative,0,0,0,0,0,0,1,0,0,0,0
انا اذا م مت من كورونا بموت من الملل.,Negative,1,0,0,1,0,0,0,0,0,0,0
لما تلاقي عدد الاصابات بدول متقدمة طلع فوق ال100 الف اصابة هون لازم تحمد الله الي ما عم ينعمل تحاليل وتكتر وترعبنا,Positive,0,0,1,0,1,0,0,0,0,0,0
في أزمة كورونا نشكر الصيادلة الأبطال على توفير الدواء وتثقيف المرضى في كل انحاء العالم. ⁧,Positive,0,0,0,0,1,0,0,0,0,0,0
اتوقع لو داك المكان خلونا نداوم وتجينا كورونا كلنا كان أحسن من إللي بيسوه فينا دحين,Negative,1,0,0,1,0,0,0,1,0,0,0
 استفدت ان بعد ازمة كورونا المعدل بيكون ثابت ونقدر نختبر حتى لو كنا محرومين,Neutral,0,0,0,0,0,0,0,0,0,1,0
العالم بقي صغير جدا بسبب كورونا   واحد يعطس في الصين واحد في استراليا يمرض بسبب عطست الصيني !!!!,Neutral,0,1,0,0,0,0,0,0,0,0,0
أكثر من 60 ألف وفاة في أوروبا بسبب    الإصابة بكورونا   13 الف حالة وفاة في أمريكا !!,Neutral,0,1,0,0,0,0,0,0,0,1,0
"جملة أعجبتني في حملة مواجهة فيروس كورونا الجديد: *\نتباعد اليوم؛ لنجتمع غداً بأمان\""*🌹""",Positive,0,0,1,0,0,0,0,0,0,0,0
الامارات: 300 اصابة جديدة بفيروس ترفع الاجمالي الى 2659 حالة,Neutral,0,0,0,0,0,0,0,0,0,1,0
متر ونص     ممكن بعد الله يكون سبب وقايتك من فيروس كورونا   ,Positive,0,0,1,0,0,1,0,0,0,0,0
سليماني بسجن لعكب مووووتو بكرونا اذا رضيتم بهذا الذل والخنوع,Negative,0,0,0,0,0,0,0,1,0,0,0
"المفروض الحكومة تكافئ أهل سكاكا لما فيهم من وعي ، إلى الآن ولا حالة كورونا الحمد لله",Positive,0,0,1,0,0,1,0,0,0,0,0
          برايكم ماهو أخطر على اليمن    او ,Negative,0,0,0,0,0,0,0,1,0,0,0
779 وفاة جديدة بـ في نيويورك وهي أعلى حصيلة يومية للوفيات بالولاية,Neutral,0,0,0,0,0,0,0,0,0,1,0
بلد يوعوها كيف و نص الشعب قاعد يسب لي دعاية كورونا ف بداية المكالمة,Negative,0,0,0,0,0,0,0,1,0,0,0
كذاب الوجه صح تانيه كدب,Negative,0,0,0,0,0,0,0,1,0,0,0
البنتاغون يعلن ارتفاع عدد المصابين بفيروس كورونا من موظفيه إلى 3160 شخص.,Neutral,0,0,0,0,0,0,0,0,0,1,0
لما تلاقي عدد الاصابات بدول متقدمة طلع فوق ال100 الف اصابة هون لازم تحمد الله الي ما عم ينعمل تحاليل كتير عنا وننرعب,Negative,1,0,0,0,0,0,0,0,0,0,0
احد يطلع صوت كاردي من راسي كل ماشفت Covid-19 اتذكر coronavirus 😀,Joking,0,0,0,0,0,0,0,0,0,0,1
" غوتيريش يدعو إلى \الاتحاد\"" الآن وإرجاء الانتقادات بشأن التصدي لفيروس المستجد ",Neutral,0,0,0,0,0,0,0,0,0,1,0
اكثر اصوات اثنين عالقين ف مخي هالايام ( الاجنيه اللي تقول كورونا فايروس+ دقه اغنيه اللي ماسكين التابوت ويرقصون) ي وجه الله🤦🏻‍♀️.,Joking,0,0,0,0,0,0,0,0,0,0,1
السعودية:    توقيع 6 عقود لتوفير أجهزة ومستلزمات طبية لمواجهة فيروس في فلسطين و اليمن.,Neutral,0,0,0,0,0,0,0,0,0,1,0
 وحبك جايب العيد   ومن عقب حظرالتجول فرقونا    أعشقك عشق كبير وحالي يزيد  والحب له اعراض اسواء من كرونا,Positive,0,0,1,0,0,1,0,0,0,0,0
بتوع فيسبوك يقولك كورونا هتنتهي ف شهر 4  بتوع تويتر في 7  بتوع حالات وتساب في 2021,Joking,0,0,0,0,0,0,0,0,0,0,1
اكيد ما بيشتغلوا بقسم كورونا  شكلهم اطباء توليد  هههه,Joking,0,0,0,0,0,0,0,0,0,0,1
أظهر أننا نحتاج الى شخص من الله لإدارة العالم...  ,Negative,0,0,0,1,0,0,0,1,0,0,0
أثبتت الأحداث الأخيرة مع فيروس كورونا في العالم أن المال أدنى مراتب الرزق وأن الصحة والحرية لاتقدر بثمن  فالحمدلله على كل حال,Positive,0,0,1,0,0,1,0,0,0,0,0
في ظل أزمة كورونا هناك اشياء سوف تحدث في النهاية وسوف تغير العالم .!!,Negative,0,0,0,1,0,0,1,0,0,0,0
مالديني و ابنه دانييل تعافوا من كورونا رسميا,Positive,0,0,1,0,0,0,0,0,0,0,0
عفكره ...انا من قبل كورونا مستحييييييل ارص شيء بدولاب المطبخ او الثلاجه بدون مايتغسل,Negative,0,0,0,1,0,0,0,0,0,0,0
"في هذه الأيام ، عندما أودي مرض كورونا بحياتنا ،  نحن بحاجة ماسةالي منقذ لاستعادة أمننا و صحتنا  .....  ",Negative,1,0,0,0,0,0,1,0,0,0,0
المخلّص الموعود هو معجزة الوجود. فعن أي معجزة تبحث؟      ,Neutral,0,1,0,0,0,0,0,0,0,0,0
السعودية:    توقيع 6 عقود لتوفير أجهزة ومستلزمات طبية لمواجهة فيروس في فلسطين و اليمن.,Neutral,0,0,0,0,0,0,0,0,0,1,0
من اشترى اليوم ما لا يحتاجه   باع في يوم ما يحتاج اليه   ,Negative,1,0,0,1,0,0,0,0,0,0,0
وكالة الأنباء الفرنسية: أكثر من 60 ألف وفاة في أوروبا جراء الإصابة بفيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
احتاج اسافر شهر عسل بعد ما تنتهي أزمة كورونا,Joking,0,0,0,0,0,0,0,0,0,0,1
لو مافي كورونا كان بادي الكونسرت قبل يقص جين شعره و نشوفه يرقص فيه💔💔💔💔💔,Negative,1,0,0,0,0,0,0,0,0,0,0
ولاية نيويورك الأمريكية تُسجل 779 حالة وفاة جديدة بفيروس في أعلي حصيلة يومية منذ تفشي الوباء ..,Neutral,0,0,0,0,0,0,0,0,0,1,0
"\البنتاغون\"" يعلن ارتفاع عدد المصابين بـ المستجد من موظفيه إلى (3160) شخصاً.""",Neutral,0,0,0,0,0,0,0,0,0,1,0
خطة اصلاحية في زمن كورونا والحجر والانكماش الاقتصادي وتوقف التبادلات والمواصلات والتبادلات التجارية Stay connected مع الابداعية اللبنانية,Neutral,0,1,0,0,0,0,0,0,0,1,0
اخبار:  رئيس جمهور شنبه را شروع مرحله جديدي از مبارزه با كرونا دانست.   هفته اين بابام دو روز داره كلا   ميرينه جمعه ست   نميرينه شنبه   ,Neutral,0,1,0,0,0,0,0,0,0,1,0
الاحتلال الإسرائيلي يعلن ارتفاع وفيات كورونا إلى 72 والإصابات تقترب من الـ 10 ألف.,Neutral,0,0,0,0,0,0,0,0,0,1,0
انعدم الارهاب من العالم .. بمجرد انشغال الحكومات والمخابرات الغربية في العالم ب ,Negative,0,0,0,0,0,0,0,0,1,0,0
    يا ذا الجبروت العظيم ويا القدير المقتدر  تفزع لنا في معضلات(ن) مانريس حلولها   ,Positive,0,0,0,0,0,1,0,0,0,0,0
"هؤلاء ليسوا ضحايا كورونا ..  بل ضحايا كيماوي بشار الأسد الذين خذلهم العالم، الذي يختتق الان بكورونا",Negative,1,0,0,0,0,0,0,1,0,0,0
الحين عادي نطلب من مطاعم ومقاهي ؟  ولا فيه احتمالية كورونا 👀,Negative,0,0,0,0,0,0,1,0,0,0,0
حاكم ولاية نيويورك : سنأمر بتنكيس الأعلام في الولاية حداداً على ضحايا فيروس كورونا,Neutral,0,0,0,0,0,0,0,0,0,1,0
وزير الصحة الدكتور ناصر باعوم: الحالة الصحية لأول إصابة مؤكدة بفيروس في اليمن مستقرة وليس هناك أي أعراض لدى من خالطوه حتى الآن.,Neutral,0,0,0,0,0,0,0,0,0,1,0
عاجل | شينخوا: سلطات مدينة غوانزو تعلن تسجيل 111 إصابة بفيروس كورونا لأفارقة,Neutral,0,0,0,0,0,0,0,0,0,1,0
حاكم ولاية نيويورك: 778 وفاة جديدة بفيروس كورونا خلال 24 ساعة وارتفاع عدد الوفيات إلى 10834,Neutral,0,0,0,0,0,0,0,0,0,1,0
صندوق النقد الدولي: خسائر الاقتصاد العالمي المتوقعة في عامي 2020 و 2021 جراء كورونا تبلغ 9 تريليونات دولار.,Neutral,0,0,0,0,0,0,0,0,0,1,0
ظلينا نتكلم ساعات ساعات رتبت فيها نفسي وبكيت فيها مخاوفي مازلت أحس بشعور غريب وكأني رحلت من البيت للتو وهذا الشعور أقدر أتحمله,NA,1,0,0,1,0,0,0,0,0,0,0
كل سنه وانتي بخير ياقلبي وكل سنه وانتي سعيده يارب 😍 ❤️ 🎈 🎈,NA,0,0,1,0,0,0,0,0,0,0,0
البسطاء يمتلكون أرواح نادره جداتجدهم بمظهر متواضع لكنهم بمحتوى باهض وراقي ينعمون بهدوء النفس لأنهم يمتلكون كنزالقناعة #سنام_المجد_للدعم,NA,0,0,1,0,0,0,0,0,0,0,0
انا اكثر شخص متناقض بداخلي حب وكره وامل وقنوط للحين ماعرفت نفسي,NA,1,0,0,0,0,0,0,0,0,0,0
واللي يغيظ ان اريكسن جاب 11 ووالكر جاب 9 وكوستا جاب 16 ومهزلة يعني عامل تريبل كابتن لاقل واحد جاب نقط 😍,NA,0,1,0,0,0,0,0,0,0,0,0
النفاق الإلكتروني عندما تجد مواقع التواصل الإجتماعي مليئة بالأدعية والمساجد فارغة #حسرة,NA,1,0,0,0,0,0,0,0,0,0,0
الشي الوحيد الي مخليني بهالحساب انو تقريبا محد يعرفني فيه وماني مستعدة اواجه حقيقة اني في حالة انكسار:(,NA,1,0,0,1,0,0,0,0,0,0,0
عبودي رافع ضغطي عندنا ولد جار يشبه عبودي ودي اتوطأ في بطنه وبطن عبودي,NA,0,0,0,1,0,0,0,0,0,0,0
اعلان 500500 مبهج جداا بس ليه لميس,NA,0,1,1,0,0,0,0,0,0,0,0
الحمدلله اذا حسيت اني مرضيه ربي احس بسعاده داخليه ليت اللذي بيني وبين الله عامر واالذي بيني وبين الناس خراب,NA,0,0,1,0,0,0,0,0,0,0,0
@nowaaaash ليش وسواس تعوذي من الشيطان واكثري من الاستغفار حتى انا يجيني بس لاني انشغلت في علوم القران والدراسه سبحان الله اختفى تماما,NA,0,0,1,0,0,0,0,0,0,0,0
لحظة #صبر في لحظة #غضب تمنع ألف لحظة #ندم,NA,0,0,1,0,0,0,0,0,0,0,0
@RolaFouad @mshinqiti @BlueSam2011 المغرب ماهو فاضي يفتح جبهه خصوصا ان الريف يغلي عليه غليان فتصور تغطي اخبارها الجزيرة.  فقط تغطيه,NA,0,0,0,1,0,0,0,0,0,0,0
@alkuwaite_7 ابي مساعده  الي يكدر يساعدني  ربي يجعلها بميزان حسناتكم  اقسم بالله  محتاجه مساعده,NA,1,0,0,0,0,0,0,0,0,0,0
بيض الله وجهك والله ماقصرت وواصل الى الامام ماعليك من الاعلام المعادي اتمنى ابعاد كل لاعب يتمرد على النادي مشجع نصراوي30سنه,NA,0,0,1,0,0,0,0,0,0,0,0
عيد سعيد جميعا كل سنة وإنتو طيبين يارب أتمنى لكم عيد مليء بالأفراح مع اللي تحبوهم ولا مانع من العيديات والشوكلاتات والمفآجات 😍 🎈 🎁,NA,0,0,1,0,0,0,0,0,0,0,0
تخيل نفسك هزيل الجسد مرعب الهيئة خالي من التعابير نظرة الخوف واليأس تشرح حالك حاول ان تحفظ هذه اللحظة وكل وقت ترى نازح تذكرها وساعده,NA,1,0,0,0,0,0,0,0,0,0,0
@Bobleshc @YehiaMayar لا ازاى يا حبيبي نام و ارتاح  😞  😠,NA,1,0,0,0,0,0,0,0,0,0,0
#KingJiyongIsBack- ﴿ وما كان الله معذبهم وهم (يستغفرون) ﴾ #أمان 💭 💘 -,NA,0,0,1,0,0,0,0,0,0,0,0
#بهجة_أمل 💕\n٩٩.لماتنزل درجة المادة ماقبل الأخيرة 😍😍😍😍😍ياربي ايش اسوي أطير يعني ولا أنقز والله ايش بالضبط صارقلبي بستان شكرايارب لأنك معايا😍💕,NA,0,0,1,0,0,0,0,0,0,0,0
الأنا خايف منو وبقرض في أضافري من التوتر إنو البيتكوين يبقى بعد شوية من متطلبات الشيلة والله إلا نجعر,NA,0,0,0,1,0,0,0,0,0,0,0
زي انهاردة من سنة كنت قلقان و متوتر  و حاسس بشعور طلاب الثانوية العامة دلوقتي .\nفا يارب اصلح حالهم و اكرمهم 💔\n#ثانويه_عامه,NA,0,0,1,0,0,0,0,0,0,0,0
انتو حتى عقولكم ممنوعه من سماع الراي الاخر وممنوعه من قول الحق بدليل مستشاركم الي مسح تغريدته هذا مب خوف وترهيب للشعب,NA,0,0,0,1,0,0,0,0,0,0,0
"اليوم راح نبلش بالمشروع عند اشارة القرين ❤️😍\nالتوزيع راح يكون وجبة افطار صائم وهيا عباره عن : تمر ،  لبنه ، ماي ، لبن . \n#ابتسم_تكفى",NA,0,0,1,0,0,0,0,0,0,0,0
"#إهمال_المدارس_الثانويه_في_تأخير_الملفات\n- يعني عيب والله يكفي انو ذي الفتره كلها اختبارات تحصيلي , نهائي , قدرات💔💔.",NA,1,0,0,0,0,0,0,0,0,0,0
يا باغي الخير أقبل #فرحهم_ب_كسوة_العيد كن سببا لإبتسامة يتيم أو محتاج,NA,0,0,1,0,0,0,0,0,0,0,0
وقع فمات القصه حزينه,NA,1,0,0,0,0,0,0,0,0,0,0
ماأصلح للإستغلال أبدا لأني على رغم الضعف اللي تشوفه فيني أقدر أستبدله بخبث فالله يرضى عليك إبعد وإنت طيب,NA,1,0,0,0,0,0,0,0,0,0,0
"@maroko_chan "" اقل ما فيه انه يذل ، يهين ، يسقط الكرامه "" الواحد وش ينتظر خطوره اكثر من انه تنهان كرامته و ينذل!",NA,1,0,0,0,0,0,0,0,0,0,0
✨ تقبل الله منا ومنكم ✨ وعيدكم بهجة لا تغادركم أبدا,NA,0,0,1,0,0,0,0,0,0,0,0
#تعب #حزن #ضيق #وجع #ارهااق #مختنق #صدماات,NA,1,0,0,1,0,0,0,0,0,0,0
@FatimGuc99 @Tatiimah اهم فيه شعلله لو على خفيف 😂 اصلاً الشعلله الزايده ذي مو عاجبتني سببت لي توتر اخاف يفوتني شي,NA,0,0,0,1,0,0,0,0,0,0,0
#طروب #فنانة_من_لبنان صوت ايجابي وبيحض على الفرح وكذا (ما بعرف شو ذكرني فيا على كل حال صباحو يا جماعة) 🤗,NA,0,0,1,0,0,0,0,0,0,0,0
والله بروج انتي من يوم ما اشوفك ابتسم لا شعوريا وجهك يجيب الانشكاح والتفاؤل ماشاءالله 😍 😂 💗,NA,0,0,1,0,0,0,0,0,0,0,0
اللهم اني اعوذ بك من الهم و الحزن واعوذ بك من العجز و الكسل واعوذ بك من الجبن و البخل واعوذ بك من غلبة الدين وقهر الرجال,NA,0,0,1,0,0,0,0,0,0,0,0
عيدكم مبارك وسعيد نبتهج بالعيد وإن كان في القلب حبيب بعيد او واقع ألمه يزيد فلن يسرق منا سعادة العيد السعيد — feeling festive,NA,0,0,1,0,0,0,0,0,0,0,0
إيه لا لا لا...😉😉 الفرح حيبوظ على وحدة ماتت ولا إيه😂😂🙊🙉🙈🙈😂😂 #أكرم_حسني ❤ #الحب #خفة_دم   🙈🙉💚💚😂\n#ريح_المدام,NA,0,0,0,1,0,0,0,0,0,0,0
"بس أبكي واكون ضعيفه ومستسلمه، وساعات يجيني خفقان قلب وانهار! اهلي شكّو انه صرع.",NA,1,0,0,0,0,0,0,0,0,0,0
كنت متحمس لحلقه اليوم ومتحمس ايضا بمشاركه حسين عبدالرضا لاكن انصدمت فعلا بأن القلب السعودي حسود يكره الحب نكدي ملقوف 👎 🏼 #سيلفي٣,NA,1,0,0,0,0,0,0,0,0,0,0
مشاعرى تشكو الغياب وتقيم الحداد كلما تذكرتك يامي خيم الحزن على قلبي وكان غيمة سوداء تصب مطرها من دموعي اه ياوجع الرحيل,NA,1,0,0,0,0,0,0,0,0,0,0
#بخاطري_ودي_اقول ومع كل غياب يسقط منا شيء إما قطعة ثقة أو ربما خيبة أمل,NA,1,0,0,1,0,0,0,0,0,0,0
مابعرفش أسيطر على إنفعالي الطفولي ودي حاجة دايما بتسببلي إحراج والله 😞,NA,1,0,0,0,0,0,0,0,0,0,0
"#Birthday_HEM تونايت: يلي "" وجهك يعلمني معنى الفرح يحسسني إن الحياة بكبرها ضحكة ثغر""",NA,0,0,1,0,0,0,0,0,0,0,0
كل هذاولا سال عن السبب مع ان ممكن يكون سبب تافه اودلع بنات على قولتهم كان كل همه من اللي نزل دموعي كانت ردت فعله بس يبي ينتقم من اللي زعلني,NA,1,0,0,0,0,0,0,0,0,0,0
أول مرة يقعد مع خطيبته ؟\nمن الارتباك سألها :\n\nاخوك الكبير احمد شنو اسمه ؟\nقالت : أي واحد فيهم !😂\n\nواضح فيه توافق فكري الله يوفقهم😂,NA,0,1,0,0,0,0,0,0,0,0,0
#بهجة_أمل \n٨٩.*أمل لما أتكلم معاك أحس براحة نفسية و ما نفسي أوقف *\n*أمل انت قاعدة توريني الحياة من جهة ثانية و تفتح لي آفاق *💕💛🍭,NA,0,0,1,0,0,0,0,0,0,0,0
#ربي أدخل #شهر_رمضان #علينا وأنت #راضي عنا و إجعلة شهر #تتبدل فية #ذنوبنا إلى #حسنات #وهمومنا إلى #أفراح #وأحﻻمنا إلى #واقع,NA,0,0,1,0,0,0,0,0,0,0,0
تتوقعون وش بيصير الاحد 😎😂 داىم يبهرنا سرور بااشياءه فااباذن الله شي جميل #سنابات_سرور_الروقي,NA,0,0,1,0,0,0,0,0,0,0,0
ثلاث نقاط مهمة بالنسبة لأي شخص .. \n-طلع يلي في قلبك مع شريك حياتك \n-استمتع بحنان أهلك\n-إصنع الإبتسامة لأصدقائك☺\n#أنس 💙,NA,0,0,1,0,0,0,0,0,0,0,0
يوم أسود في تاريخ #مصر احساس بالمهانة غير سبوق نواب عار هيدخلوا التاريخ من اقذر ابوابه حسبنا الله و نعم الوكيل #تيران_وصنافر_مصرية,NA,1,0,0,1,0,0,0,0,0,0,0
مفيش حاجه مبهجه انهارده غير اعلان  cristiano ronaldo ❤\nI love you bgd 😂😍❤,NA,1,0,0,0,0,0,0,0,0,0,0
وأعشقُ الصبحَ اذا تسري نسائمهُ\nتعيدُ في كل روحٍ .. بسمة الأملِ\n.\nلنآ مع الصبحُ .. أمالٌ نرجيهآ\nونسألُ اللهِ فيهِ صالحَ العملِ\n.\nصباح الخير💭💜,NA,0,0,1,0,0,0,0,0,0,0,0
#ترحيل_مهند_الفلسطيني_مطلبنا بصراحة في تساهل مع الوافدين كم من اجنبي مجرم تمت محاكمته وسجنه ثم يرحل ويسمح له بالعودة إلى بلدنا,NA,1,0,0,1,0,0,0,0,0,0,0
والدي استودعتك الله من كل شر لقد قلقت عليك كثيرا هاهي الساعه السابعة وخمسة وأربعون دقيقة وأنت لم تأت بعد من صلاة الفجر حفظك الله,NA,0,0,1,0,0,0,0,0,0,0,0
طب انا اقسم بالله بسمع اغنية راجعين جسمي بيقشعر حلاوة اول حلقه وانشكاح اول حلقه بكل مافيها من احاسيس متلخبطه 😍 😍,NA,0,0,1,0,0,0,0,0,0,0,0
الشوق غصة وارتجافة واختناق ما لي معه حيلة ولا لي فيه حيل *,NA,1,0,0,0,0,0,0,0,0,0,0
"وابدأ افتكر كل حاجة حلوة من تاني كده، كمية التشويق اللي في الموضوع ده كبيرة جداً واتمني يكون في حد عنده نفس الرغبة دي عشان ماحسش نفسي عبيط",NA,0,0,1,0,0,0,0,0,0,0,0
ابتهاج اجتماع الحبايب والله يزيد السعادة سعادة❤️,NA,0,0,1,0,0,0,0,0,0,0,0
كم هو مؤلم أن تسير الحياة على هذا النحو العادي بدون أمي يتخيل لي وجهها في كل مره اشعر بقسوة الحياه علي إن أشد مرارة تشعر بها هي فقدان الأم,NA,1,0,0,0,0,0,0,0,0,0,0
تعبت من التوتر اتمنى انام واصحى بعد ماتنتهي و اشوف الثانيه عشر رافعها راموس,NA,1,0,0,0,0,0,0,0,0,0,0
"بعض الاغاني تدخل القلب وتبعثر كل مافيه وتصعد العقل وتبحث فيه عن الذكرى المرتبطه بهذه الكلمات ،فيبدأ يخيم على صاحبها السكوون والمصحوب بتنهيده",NA,1,0,0,0,0,0,0,0,0,0,0
ضريبة على العربيات اللى فوق ال ١٠٠ الف .. هو فى عربيات باقل من كده يا بهيم بعد ما غرقتوا الجنيه ؟؟؟,NA,0,0,0,1,0,0,0,0,0,0,0
التعدد ما هو إلا خيانة للزوجة بإسم الدين و بدون أي تأنيب ضمير و أي رجل يلقب زوجته بالبرميل فلا يستحق اهتمام أي امرأة,NA,1,0,0,0,0,0,0,0,0,0,0
اتمنى لك احلام سعيدة فيني❤️,NA,0,0,1,0,0,0,0,0,0,0,0
اف اف شو صاير بالخليج 😦...ليش هيك هالتوتر ...؟؟؟ والله اني ما عم اعرف شي من هالدنيا الا الكتب و الامتحانات 😑,NA,1,0,0,0,0,0,0,0,0,0,0
@Mayar05420154 @moniaah__ يابنتى انتى المفروض تحتفلي بيا وتفرحيني وتعمليلي مفاجأة ده انا عيدميلادى قرب خالص وانتى عارفة انى مكتئبة 💔,NA,1,0,0,0,0,0,0,0,0,0,0
كمية احساس وطرب زي السياره لما تعبيها فل 😍 ❤,NA,0,0,1,0,0,0,0,0,0,0,0
قبيله حرب والله ان غضبي عليهم غضب الله على بليس,NA,0,0,0,1,0,0,0,0,0,0,0
هاذا مو انتقام وبس انتي قضيتي علي,NA,1,0,0,0,0,0,0,0,0,0,0
طمني عليك اذا حسيت بأي اذى بتلقلتي مع قلبك اذا بكى..,NA,1,0,0,0,0,0,0,0,0,0,0
بحكي لك عجز: شفت خوف إنسانة حقيقية على أمها الجدة! قد خوفي عليك لهالحظة. هزني الموقف! وكنت أضعف من أنّي أمسح دمعتها أو ألملم إنكساري.,NA,1,0,0,0,0,0,0,0,0,0,0
كل ماجيت اعتني في نفسي الموجوعه سببت في صدري #الاحزان صوت وزحمه جعل ماجاني على دنيا الشقا من لوعه تحتسب في الاخره تخفيف ذنب ورحمه,NA,1,0,0,1,0,0,0,0,0,0,0
عن الليالي السود المخيفة : كنت الاشراق السريع مدحضة كل ذعر قاتلة كل نوبة ذعر ابدا لن انسى ذلك يا طهر هذه الارض و ركازها,NA,1,0,0,0,0,0,0,0,0,0,0
#احتفالات_عيد_الرياض مو حلو عيدكم حنا احلا 🙄,NA,0,0,1,0,0,0,0,0,0,0,0
⁦مرحبا أنتي جميله وهناك شخص يحبك كوني سعيده دائما لأن عيناك مذهله عندما تبتسمين 💘,NA,0,0,1,0,0,0,0,0,0,0,0
صحيت من النوم فايق و مفيش حاجة معكرة مزاجي قولت ازاي دا يبقي عيب حتي والله فتحت الnotes القديمة قريت فيها شوية و الحمد لله بقيت زالزفت تاني,NA,1,0,0,1,0,0,0,0,0,0,0
@LibyaAlhadath الحمد لله ربنا يبقى يشلهم فة اديهم اﻻرهابيين واللى بيمولهم كمان يا قتلة المسلمين فى كل مكان,NA,1,0,0,1,0,0,0,0,0,0,0
أرغب بالهروب بعيدا أرغب بأن أعيش تحت ضوء القمر لا شمس ولا أصوات ضجر أرغب بالإبتعاد عن ذاتي وعن تفكيري المستمر إلى هناك إلى اللامفر,NA,1,0,0,0,0,0,0,0,0,0,0
"#ميلاد_الدعاء9 \n\nمن قالها بيقين فرج الله كربه بإذنه، وشافاه وعافاه بل ورزقه من حيث لايحتسب، وابتلاء الله تعالى للعبد ماهو إلا حب ورحمة..",NA,0,0,1,0,0,0,0,0,0,0,0
الله يكفينا شر الغدرات,NA,1,0,0,0,0,0,0,0,0,0,0
@IMEM__716 بشار الأسد \nيا ويلي على ذبحته 😡,NA,1,0,0,1,0,0,0,0,0,0,0
لم يخطر ان يوما نشكو منهم ونردد بين الانفاس لعلهم خيرهه #صديق #احباب #اصحاب #عتاب #حزن #غالي #شعوري_الحين_يقول #ضيق #رمضان #الفقد #قصيد,NA,1,0,0,0,0,0,0,0,0,0,0
