text,Optimistic,Thankful,Empathetic,Pessimistic,Anxious,Sad,Annoyed,Denial,Official,Surprise,Joking
_____ __ ___ __ __ ___ ____ __ __________,0,0,0,0,0,0,0,0,0,1,0
______ ..  ______ ____ __ _________ ______ ___ ______ __ _________ ____ ____ ______ ________ _____ ..,1,0,0,0,0,0,0,0,0,0,0
   ___ _____ ____ _____ __ _____ ______ __ __ _______:  __ ___ _____ _____ ___!_  (_____ ____) ,0,0,0,0,0,0,0,0,0,1,0
___ ______ ___ __ __ _______ ___  (___________)  (___ ____)  light_skin_tone ,0,0,0,0,0,0,0,0,0,0,1
____ (_____) . _____ __________. ____ 300____ _____ ______ ______ ____ _____ ________ ________ 2659____,0,0,0,0,0,0,0,0,1,0,0
______   _____ 24 ____   ____ 5 ____   ______ 6 ____   _________ ______ _________ ____ ____ ____ _________ ____ ____ ______ ________,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________ : __ _____ _____ ____ _______ ____,0,0,0,0,0,0,0,0,1,0,0
" | _____ ______ ____ ___ _____ ___ ________ _____ __\_____ ________\"".",0,0,0,0,0,0,0,0,1,0,0
___ ____ ____ __ __ ___ ___ _____ _______ ___ _ __ __ ___ ___ ___ ______  (___________) ,0,0,0,0,0,0,1,0,0,0,0
     ____ _______ __ ______ ______ ______ ____ ___ _____ __ _______ _________ ________ ..,1,1,0,0,0,0,0,0,0,0,0
: ______ _____ _____ _____ ______ 2248 _________ ___ 20549  _____ _____ : 147  ______ _____ : 969,0,0,0,0,0,0,0,0,1,0,0
__ ___ ______ ______ ____ __ _____ ____ ______ _____ __ _____...   ___ ________ ____ ____ _____ __ ___ _____,0,0,0,0,0,1,1,0,0,0,0
"_ black_small_square __ ________: _______ __ _____ 300 ____ _____ _____ ______ ______ ________ _____ ___ ________ 2659 ____.",0,0,0,0,0,0,0,0,1,0,0
" ____ ____ __ _____ ____ ______ _ __ ____ ____ _____ _______ __ _______ _____ ______ _ ____ ____ __ ______ _______ __ __ _____.",1,0,1,0,0,0,0,0,0,0,0
"_______ __ _____ 300 ____ _____ _____ ______ ______ ________ _____ ___ ________ 2659 ____.",0,0,0,0,0,0,0,0,1,0,0
____ __ _____ ___ _____ _____ ______ ___ ___ _________ ______ ____ ____ _______ __ __________ .,0,0,0,0,0,0,0,0,0,1,0
____ _____ __ ______ __ __ __________ __ ____ (___)  person_shrugging  light_skin_tone _ female_sign _,0,0,0,0,0,0,0,0,0,0,1
     ____ ____ ______ __ _____ ______ __ _____ _____ _____ ______ _____ __ _____ ________ ______ ____ ____  (_________) __    ,0,0,1,0,0,0,0,0,0,0,0
.... recycling_symbol _    ____ ____ ____ ______ _____    ___ ___ _____ __ ____ ______    __ ____ ____ ___ ____,0,0,0,0,0,0,1,0,0,0,0
______ ___ ______ _______ ___ __ _____ ___ ______ __ _____ __ ____ ______ _____ ___ __ ____ _____ ____.  ____ __ ______ _____ _____ ____,0,0,0,0,1,0,1,0,0,0,0
_____ __ __ _____ ____ ____ _____ ______ __ ____ _____ ____ ______ ___ __ _____ ___ ___  (_____)  light_skin_tone _ female_sign _,0,0,0,0,0,0,1,0,0,0,0
.  ______ ___ _______ _ __ _______ ___ 71 _________ ______ __9400 ____   .,0,0,0,0,0,0,0,0,1,0,0
"__ _____ _______ ___ _____ ______ __ ________ ____ ____ _ __ ___ _____ ____ _____ __ ____ .     ____ ____ _______ ______     ",0,0,0,0,1,1,0,0,0,0,0
__ ____ ___ ____ _____ ______ ___ ____ _,0,0,0,0,0,0,0,0,0,1,0
__ ______ ______ ______ ____ ___ ____ _____ ________ _____,0,0,0,0,0,0,0,0,0,1,0
___ _____ ____ ____ ___ ____ ______ ____ _______ ________,0,0,0,0,0,1,1,0,0,0,0
__ ____ ___ ____ ______ _______ .. ____ ______ _____ ______ _____ _____ __ ______,0,0,0,0,0,0,0,0,0,0,1
_______   - ______ ______ : ______  - ______ ________ : ______  - ______ _______ : covid 19  - ____ ______ _______ : _____ ______ _______,0,0,0,0,0,0,0,0,0,0,1
___ ___ ___ ____ ______ _____ ____ ____   ______ __ ___ ____   ____ _____ __ ____  (____) ,0,0,0,0,0,1,0,0,0,0,0
_____ _____ __________: 300 _____ _____ ______ ______ ______ ___ ________ ___ 2659 __________ ___ 239,0,0,0,0,0,0,0,0,1,0,0
_____ ______   ____ _____  __ ___ ______ _______ ______ __ ___ _____     __ ____ _____ _______ ____ _____ ___ _____ _____     _____ ____,0,0,0,0,0,1,1,0,0,0,0
_____ _____ 137 _____ _____ ______ ______ ______ ___ ________ ___ 2932 _____ ___ _____ 631 ____,0,0,0,0,0,0,0,0,1,0,0
      _____ __ _____ __ ____ ___ _____ ______ _______ _______ _____ ____ ________ _______ _____,0,0,0,0,1,0,0,0,0,0,0
__ ____ ___ ___ ___ ____...__ ____ ______ ___ ______ ______,0,0,0,0,0,1,0,0,0,0,0
____ ______ _____ ___ ______ __ _____ ________ ________ ___ _______ ______ ____ _____..,0,0,0,1,0,1,1,1,0,0,0
_____ 327 ____ _____ _____ ______ ________.,0,0,0,0,0,0,0,0,1,0,0
_______ _______ _____ ___ ___ ______ _____ ___ ___ ______ _______ ___ _______ ____ ____ ____ _____,0,0,0,0,0,1,1,0,0,0,0
_____ ________: ____ ____ _______ ________ _______ ______ 326 _____ _____,0,0,0,0,0,0,0,0,1,0,0
________ _______ ___ ___ _____ ____ _____ ____ ______ ______ ____ (_________) ,0,0,0,1,0,1,0,0,0,0,0
____ ______ ______ ________ ____ ___ ___ ____ ________  (____) __ light_skin_tone ,0,0,1,0,0,0,0,0,0,0,0
...    _____ ______ __ ___ _____ ____   ______ _____ _ ___ __ _______    __ ___ ______ _ _______ ______  ______ __ _____ ____ _______    ,0,0,0,0,0,1,0,0,0,0,0
______ __ __ ___ ______ ___ _____ ___ _____  (____)  (___)  (___) ,0,0,0,0,0,0,1,1,0,0,0
___ ______ ___ ______ ___ ____ __ ______   _____,0,0,0,0,0,0,1,0,0,0,0
_____ ___ ____ ___ ___ ___ ___ ______ __ _____ ____ ______ ____ ___ ______  (___ ___)  (___ ___)   __ ____ ____ ..__  new_moon_face ,0,0,0,0,0,0,0,0,0,0,1
____ _______ _____ _______ ____ _____ ______ ___ _________ __ ______ ___ _______ _______ ____ __ _______ _____ ___ _______ _____ . (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"_____ ______ __ ___ ___ _ ____ _______ _ ____ _______ ___ ___ _____  (___ ___)  (___ ___)  (___ ___) _ (_____) _ male_sign ___ (___) __",0,0,0,0,0,0,0,0,0,0,1
__ _____ __ ______ ______ _____ _ ____ _ ______ ___ __ _____,0,0,0,1,0,0,0,0,0,0,0
_____ ___ ______ ______ ____ ___ ______ _____ _____,0,0,0,0,0,0,0,0,0,1,0
____ ______ _____ ___ _____ ________ _____ ____  handshake ,0,0,0,0,0,0,1,0,0,0,0
3 _____ ______ ______ __ _____ 200 ___ _ ___ ______ ___  alien,0,0,0,0,1,1,0,0,0,0,0
_____ ___ __ _____ _____ _______ ______ _______ ____ ___ _____  (____)  (____) ,0,0,0,0,0,0,1,0,0,0,0
"\_____ _____ ____\"" _____ __ __ ________ __ _____ _____ _______ ______ ____ ______ _______ _______""",0,0,0,0,0,0,0,0,1,0,0
____ ____ ___ _____ ____ ___ ______   ____ ____,0,0,0,0,0,0,0,0,0,0,1
_____ __ ___ ____   ___ _____ ____ ___ _____ .  _____ ___ _____     _____ _____ __ ____ ______    ,0,0,0,0,0,0,0,0,1,1,0
________ __ ____ _____ __ _____ ______  (_____)  (_____) ,1,0,1,0,0,0,0,0,0,0,0
 __ _______ ____ _____ ______ __ _______ ______ _______ ______ _____ ____ ____ _____ ___ ___ __ ___ _____ ____ ______ __ ___ _____,0,0,0,0,0,0,1,0,0,0,0
____ ____ ____ _____ ________ ____ ______ __ ______ (____) ,0,0,0,0,0,0,0,0,0,0,1
__ _____ envelope_with_arrow      ____ _____ _____ ____ __ _____ _______ ______ ___ __ ____ __ ____ ______ _     ,0,0,0,0,1,1,1,0,0,0,0
___ ___ ____ ___ ____________ _________ ________ _____ __ ______ _____ ______ ,0,0,0,0,0,0,1,1,0,0,0
 .. _____ ____ _____ _____ ______ ____ ______ ___ !,0,0,0,0,0,0,0,0,1,1,0
________ : 19 ____ ____ _____ ____ _____ ______ ______ ____ 24 ____,0,0,0,0,0,0,0,0,1,0,0
____  ___ ____ _____ ______ __ __ ___ ______  broken_heart  (____)  ___ ____ ______ ___ ____ ______ _____.,0,0,0,0,1,1,0,0,0,0,0
_____ _____ 137 _____ _____ ______ ______ ___ ________ ___ 2932 _____ ___ _____ 631 _____,0,0,0,0,0,0,0,0,1,0,0
__ ___ __ ______  ___ ____ ___ ______   ____    ,1,0,0,0,0,0,0,0,0,0,0
_____ __ ________ _______ _____ _____ _____ ________ ______ __ ___ ____ __ _____,0,0,0,0,0,0,0,0,1,0,0
______ ______ ____ _____ __ _____ _______ _____ ____,0,0,0,0,0,0,0,0,0,0,1
___ ______ ____ _____ 5 ______ _____ _______ ______ _____ ______ _____,0,0,0,0,0,0,0,0,1,1,0
    ___ ___ _____ ___ ______ ________ ___ ______ _______,0,0,0,0,0,0,1,1,0,0,0
__ ____ __ ________ _____ __ _______ __ __ ____ ___ __ _____ _!   ,0,0,0,0,0,0,1,0,0,0,0
_____ 931 ____ _____ ______ ______ __ ________ __ _____ 828 __ _______,0,0,0,0,0,0,0,0,1,0,0
_______ _______ ___ ____ ______  ___ ______ ____ __ ___    ,0,0,0,0,0,0,1,1,0,0,0
____ ___ ____ ______ _______ ____ _______ _____  (_____) ,0,0,0,0,0,0,0,0,0,0,1
____ ____   _____ ______ _____ _______ _____ ______,0,0,0,0,0,0,0,0,1,1,0
___ _______ ___ _______ ___ __ __ _____ ______ ______ __ ______ ________ __ ______ ______ _  ,0,0,0,0,0,0,0,1,0,0,0
__ __ __ ___ ______ ____ _____ ____ __ ______,0,0,0,0,0,1,1,0,0,0,0
__ _____ ____ ________ _________ ____ __ __ ______ _____ _____ ______ !,0,0,0,0,0,0,0,0,0,1,0
" — \_____\"" _____ ______ __ _____ ____ \""________\"" __ ____""",0,0,0,0,0,0,0,0,1,0,0
_____ ___ _____ _____ ___ ______ __ ______ ___ ____   ,0,0,0,0,1,0,1,0,0,0,0
________ ______ ____ ____ ________ ________ _ ____ _____ _____,0,0,0,0,0,0,0,0,1,0,0
__ ______ _____ __ ____ ______ ____ ______,0,0,0,0,0,0,0,0,0,0,1
"____ ____ __ __ ___ __ ___ _____ ___ ____ .. ______ ____ _ ____  (___) _____ ",1,0,0,0,0,0,0,0,0,0,0
" — \_____\"" _____ ______ __ _____ _____ \""________\"" __ _____""",0,0,0,0,0,0,0,0,1,0,0
____ _______ _____ ____ ___ ___          ,0,0,0,0,0,0,0,0,1,1,0
 |     ____ _____: _____ ___ _______ ___ _____ ____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
____ ___ _______ ______ ______ ______ ______ (_____-19) ________ 8 _____ 2020,0,0,0,0,0,0,0,0,1,1,0
_______ ___ ____ ____ _____   _____ ______ ____ ___ ______ ____  ___ ____ ____ ____ ____ ____ ____ ____  (___ ___)  (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
____ ____ ___ ______ _ ____ _____ ____ ____ __ ___ ____ ______,0,0,0,0,0,1,0,0,0,0,0
____ ____ ____ ___ ___ ____ ______ ___ _____ ______ ______ _______ _______.. _______ _____ ____ __ ________ (____)   ,0,0,0,0,0,0,0,1,0,0,0
___ _______ ___ __ ___ _____ ___ ______,0,0,0,0,0,0,1,0,0,0,0
__ ___ ____ __ _______ ____ ____ ____ _____ ________ ____ ______ _______ _____ ________  (___________) ,0,0,0,0,1,0,0,0,0,0,0
 — ______ _____: ____ ______ __ ___ ___ _______ _______ _____ _______ _____,0,0,0,0,0,0,0,0,1,0,0
"| ________ _______.. ______ _____ ______ ___ 12 ____ _911_ ___ _____ 1918 ____ _____ ____ _______ ___24 _______",0,0,0,0,0,0,0,0,1,0,0
_____ ______ ______ __ _____ ___ _____ ___ _____ ___ _____ ____ ______ __,0,0,0,0,0,0,0,0,0,0,1
| ________ _______.. ______ ___ _____ ___ 12 _____ _911 ___ _____ 1918 ____ _____ ____ _______ ___24 _______,0,0,0,0,0,0,0,0,1,0,0
"    __ ______ __ ____ _____ __ ______ _____ ____ _______ ______ ____ _______ _______ _____ ______ ____.",0,0,1,0,0,0,0,0,0,0,0
_____ 6 ____ ______ _____ _________ ____ _______ _____ __ ______ _ _____.,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________: 137 _____ _____ ______ ______ ______ ___ ________ ___ 2932 _____,0,0,0,0,0,0,0,0,1,0,0
" ___ ____ ___ __ ______ ___ ___ _____ \ ___ ______ __ ___ ____ \""  (____) """,1,0,0,0,0,0,0,0,0,0,0
____ ____ _____ ______ 17 _______ ____ __ ____ ____ _____ ______ 19 _______     _____ _____,0,0,0,0,0,0,0,0,0,1,0
___ _____ ___ ____ ___. TRT ____  ___ ____ _________ __ ,0,0,0,0,0,0,0,0,1,0,0
"____ ______ _______.. _____ _______ ______ __ ___ ___ _____ _____ ___ _____ _____.    ______ ____ __ ______!    ",0,0,0,0,1,0,0,0,0,0,0
_____ ____   _____ 6 ____ ______ _____ _________ ____   _______ _____ ________ __ ______ _ _____.,1,1,0,0,0,0,0,0,0,0,0
____ ____ ( _____ ) __ _____ _____ ______  ___ ____  _ ____ ____ _____ ____ ______ ______  ____ ______,0,0,0,0,0,0,0,0,0,1,0
__ ___ ___ ___ __ _____ __ ______ _____ ____ ____ __ ____ ___ __ ______ _______    ,1,0,0,0,0,0,0,0,0,0,0
____ ___ ____ ___ _______ _______ ____ ________ ___!!!!!!!  ,0,0,0,0,0,0,1,0,0,0,0
____ ____ ___ ______ ______ _____ _______ ______,0,1,0,0,0,0,0,0,0,0,0
__ ___ ___ ____ ____ ____ ____   _____ ____   ___ __ ______ ___ _____ _______ _____ _________,0,0,0,0,0,0,0,0,0,1,0
___ _______ ______ ____ ____ _______ ____ __ ____ ______ .,0,0,0,1,1,1,0,0,0,0,0
_____ ___ ___ _____ _____ ______ ____ __ ,0,0,0,0,0,0,1,0,0,0,0
 ______ ___ _____ _____ _____ ______ ____ __ _____ ______ _______ _____ ______ ____ ____,1,0,0,0,0,0,0,0,0,0,0
_ ______ _____ _______ ______ _______ _______ _______ _  ,1,0,0,0,0,0,0,0,0,0,0
 _____ ______ ______ _______ ___ ____ __ ______ ____,1,0,0,0,0,0,0,0,0,0,0
"__ ____ ____ ______ __ ___ __ ____ _____ ___ ____ _ _____ _____ _____ ___ __ _____ _____ ____ ___ ___ ____.",0,0,0,0,0,0,0,0,0,0,1
__ _____ __ _____ ______! _ __ ________! _ __ _____ _____ ________... _ ___ ____ ____ __ ___ _____ ____... ____ _____ ___...  ,0,0,0,0,0,0,1,0,0,0,0
___ ____ _____ _____ _____ _______ ____ _____ ____ ____ ____ ___ ______ ___ _____ ___ ____ ____ ____ ____ ____ _____,0,0,0,0,0,1,1,0,0,0,0
____ _____ ______  _____ _______ ________ _____ ______ ___ _______ _______ __ ___ 2020 ______ _____,0,0,0,0,0,0,0,0,1,0,0
__ ____ _____ __ _____ ______   _____ __ ____,0,0,0,0,1,1,0,0,0,0,0
_______ ____ _____ ____ _________ _________ _______ (________) __ _______ _______ _______ __ ______ _____ ______ .,0,0,0,0,0,0,0,0,1,0,0
______ ____ ____ __ ______ __ ___ ______ ______ ______ ____ ________ _______ __ _____  (___) ,0,0,0,0,0,1,1,0,0,0,0
_____ _ __ ______ __ __ __ __ ______ ____ __ ____ ___ _____,0,0,0,1,0,0,1,0,0,0,0
"_____ \____ ______\"" _________ : _____ ____ ____ ______ ______ __ ________ _______ ____ 24 ____ _______""",0,0,0,0,0,0,0,0,1,0,0
"_______ ____ ____ ____ _______ __ ______ \ _________ ________""",0,0,0,0,0,0,0,0,1,0,0
_____ ____ _____ ____ _______ _______ ____ __ _____ _____,0,0,1,0,0,0,0,0,0,0,0
______ _____ __ ______ ___ ____ ____ _______.    ______: ____ ___ ____  ____ ___ _____,0,0,0,0,0,0,0,0,1,0,0
______ __ _____ _____  (___ ___)   ____ ___ _____,0,0,0,0,0,0,1,0,0,0,0
__ ____ ____ ___ ____ ______ ____ ____ ___ ___ ____ _,0,0,0,0,0,0,0,0,0,1,0
_____ _______ ___ ____ ___ _____ ______ ____ ___ __ _____ __ _____ ____ _____ ____ ___ ____ ____ _____ _______ __ ______ ___ ___,0,0,0,0,0,1,1,0,0,0,0
_____ _____ _____ _________ ____ ____ ___ ___ _______ ______ ___ __.   ,0,0,0,0,0,0,0,0,1,0,0
______ ____ __ _____ ________ __ ___ _____ ,0,0,0,0,0,0,0,0,1,1,0
_ ____ _____ __ plot twist ____ _______ ,0,0,0,0,0,0,0,0,0,1,0
_____ _______ __ ___   ____ _____ _____ _______ __ ___ _____ ______ ______ __ _______      ,0,0,0,0,0,0,1,1,0,0,0
_____ - ________ _______.. ______ _____ ______ ___ 12 ____ _911 ___ ___ _____ 1918 ____ _____ ____ _______ ___24 _______.,0,0,0,0,0,0,0,0,1,0,0
______ ____ _______ _____ ____ ____ __ ____ ____ _______ _____ _____ _____ _____ ___ _____,0,0,0,0,0,0,1,0,0,0,0
"_____ _____ _____ ____ ____ ________ __ _______ ______ _____ _____ _____ _________ ___ _____ ______ ",0,0,0,0,0,0,1,0,0,0,0
"____ ______ _____ _______ ______ ____ ________ ____ _____ _ ________ _____ _____ _____ _______ herb        ",1,0,1,0,0,0,0,0,0,0,0
___ __ ___ ____ ____ ____ ___ ____ __ ____ __ _____ __ ______ ___ ____ ____ _____ _______ ____  (____ _____) _ (_________)    ,0,0,0,0,0,1,1,0,0,0,0
______ ______ _ ____ ____ _____ _____ ______ ______  (___ ___)  (___ ___)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"__ __ ______ ____ __ ____ _____ _____ _ ____ _____ ___ ______ ____ _____ ________ _ _______ _ ____ ___ _____ ___ _____ _ ____ __",0,0,0,0,0,0,0,0,0,0,1
"__ __ __ ______ __ _____ ______ ________   ______ _____ ______ __ _____   _____ _____ __ _____ _____ __ _____ ______",0,0,0,0,0,0,1,0,0,0,0
___ ____ ______ __ ________ ______ _____ ____ ______ ______  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
___ _______ ____ 6 ______ _____ ______ __ _____ .,0,0,0,0,0,0,0,0,1,0,0
_____ ____ ____ ______ ____ ____ ____ ___ ___ __ ______ __ _____ ______ ____ ___ _____ ________ _____,0,0,0,0,0,0,0,0,1,0,0
___ _____ ____ ______ ____ _____ _____ ______ ___ __ _____ .. ___ ___ ____ __ ___ ..  thought_balloon ,1,0,0,0,0,0,0,0,0,0,0
"_____ _____ .. !!  _____ _______ _ ______ _______ ..  ______ ____ ____",0,0,0,0,0,0,1,0,0,0,0
____  (_____)  (_____)  (_____)  (_____)  (_____)     ___ ____ _____ __ ______ ______     _____ __ ______ _____,0,0,0,0,0,0,0,0,1,0,0
___ ____ _____ ___ _____ ___ ___ ___ ______,0,0,0,0,1,1,1,0,0,0,0
_______ ___ _____ _panic _____ ___ ____ __ ___ _______ _____ __ __ ____ ____ ______  (___) ,0,0,0,0,1,1,0,0,0,0,0
____ _____ ______ (____ _______) _____ __ ______ ____   (_____ ),0,0,0,0,0,0,0,0,1,1,0
"| ____ 300 _____ __ ______ ________ ___ 2,659.",0,0,0,0,0,0,0,0,1,0,0
___ ____ : ____ __ ___ ______ ______ ____ _____  (___) ,0,0,0,0,0,0,0,0,0,0,1
______ .... ____ _______ __ _________  _________ _____ _____ ____    # _______ __ ____,0,0,0,0,0,0,0,0,0,1,0
_____ _____ ___ _____ ____     ___ __ ________ ....____ ____ _____ ______ ________,0,0,0,0,0,0,1,0,0,0,0
___ ______ ____ ___ ___ _____ ______ _ ____ __ ___ ____ ____ ___ ____ ____ _____ !,0,0,0,1,1,0,0,0,0,0,0
__ __ ____ ______ _____ _____ ______ _____ _____ ______ __ _____ ___ _____ ______ .. _____ _____ _______ ___ ______ ______ __ _______ ______,0,0,0,0,0,0,1,1,0,0,0
"_____: _____ 137 ____ _____ _____ ______ _________ ____ ___ 24 ____ _______.    .",0,0,0,0,0,0,0,0,1,0,0
_____ __ _ _____ ___ _______ ______ ___ _____ _____ __ ___ ______  ______ ________ loudly_(____)  loudly_(____)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
_____ _____ : ______ _________ __ _____ ______ __ _______ ___ 631 ____,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________   ___ ____ ___ __ _______ _______ __ _____ ______ _____ __ ______ _____ ______ __ ____ ____  ,1,0,0,0,0,0,0,0,0,0,0
______ __ ____ ____ ____ __ _____ _____ ____ __ ,0,0,0,0,0,0,0,0,0,1,0
_____ ________ _______ __ ______ ____ ______ _____ ______ __ _____ ____ ______ ___  ,0,0,0,0,0,0,1,0,0,0,0
____ _____... (___)    ,1,0,0,0,0,0,0,0,0,0,0
"______ ______ ______ __ _____ ____ ___ 419 _ ________ ____ _____ _______ ____ ___ 12 ____ _______ __ ______ _______ ______.",0,0,0,0,0,0,0,0,1,0,0
"Corona Virus __ ___ ___ _ ____ _______ _ ____ _______ ___ ___ _____",0,0,0,0,0,0,0,0,0,0,1
"______ ________ ________ _____ ___ _____  ____ ______ ____ ____ ______ _____..  ____ _____ ____ ______ ___ _____ ____ _____!  ",1,0,0,0,0,0,0,0,0,0,0
_____ ___ _____ __ ____ _______ ______ __ ____ _____ ______ _______ _______ _____ _____.          ,1,0,1,0,0,0,0,0,0,0,0
"| ________ _______ ____ __ ______ _____ ___ 12991_ ___ _____ 1918 ____ _____ ____ _______ ___24 _______",0,0,0,0,0,0,0,0,1,0,0
____ ____ ___ __ ______ &gt;&gt; ______ ______  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  rolling_on_the_floor_laughing  see-no-evil_monkey   .  .  .          ,0,0,0,0,0,0,0,0,0,0,1
______ ________ __ __2932 ______ _______ __631,0,0,0,0,0,0,0,0,1,0,0
__ _______ _____ __ _____ _______ ____ _____ ___ _____ __________ __ ______ ___ __ _____ _______ _____ _____ ______     ,0,0,0,1,0,0,1,0,0,0,0
___ _____ __ ____ ___ ____ ____ ____ __ _____ ...  ____ ____ ____ ______ _____ ___ _____  (_____)  (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
______ _______ ______ ________ _______ _______ ______ _______ __ ______ ____ _____ ( 80) ______ _____,0,0,0,0,0,0,0,0,1,0,0
_______ ____ ___   ______ ______  __ _______ _____     (____)      ____ ____       ,0,0,0,0,1,0,0,0,0,0,0
______ ___ _____ _______ ______ ______ __ ____ _____ _______ ___ 64 ____ ___ ___ ___ 37.,0,0,0,0,0,0,0,0,1,0,0
_______ ____ ____ _________ _________ _______ _______ _______ _____ __ _______ ______ _______ __ ______.     ,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ________: _____ ________ _______ ____ ____ ________ __ ______ ______ ___.,0,0,0,0,0,0,0,0,1,0,0
____ ______ ______ ___ _____ _______ _______ ___ ___ _______ ____ __ ___ ___ ___ ___ ______ __ _______ _____ _____,0,0,0,0,0,1,1,0,0,0,0
 : ______ ____ ____ _____ _____ __ _______ __ _____ _______,0,0,0,0,0,0,0,0,1,0,0
____ | _____ ________ ____ _____ 80 _____ _____ ______,0,0,0,0,0,0,0,0,1,0,0
___ _____ ____ __ _____ _______ ___ 76 ___ __ _______ ____ _____ ______   _   _   _,0,0,0,0,0,0,0,0,1,0,0
- ____ ______ _____ ______ ________ ______ ____ ____ ____ __ _________ ________ ______  - _____ _____ :,0,0,0,0,0,0,0,0,0,0,1
"___ ______ ____ _ ______ ____ _____ __ ________ ______ ______ ",0,0,0,0,0,0,0,0,1,0,0
____ _ ___ ____ (___)   _____ __ ____ __  (____)    ____ ____ ____ ...,0,0,0,0,0,1,1,0,0,0,0
__ ___ ____ ____ ___ _ ________ ____ _ ____ ________ __ __ _______ ______ _____ ____ ___ _____ _____,1,0,1,0,0,0,0,0,0,0,0
___ _______ _____ _ _______ .. ____ 828 ____ __ ________ _______ .,0,0,0,0,0,0,0,0,1,0,0
______ ______ ___ __ ___ ____ ___ __ ____,0,0,0,0,0,0,0,0,0,0,1
"stop_sign _____: _____ 137 ____ _____ _____ ______ _________ ____ ___ 24 ____ _______.",0,0,0,0,0,0,0,0,1,0,0
______ _______ ______ ______ __ ______     _____ ________ : 1202  _____ _______: 69  _____ _____ ______: 452,0,0,0,0,0,0,0,0,1,0,0
_____ _____ ____ _____ 80 _____ _____ ______ ______,0,0,0,0,0,0,0,0,1,0,0
______ ___ ____ ______ __ ________ ____ ___ ___ _______ (____)  medium-light_skin_tone  relieved_face ,0,0,0,0,0,0,0,0,0,1,0
____ ____ _____ ______ ____ __ ____ ______,0,0,0,1,0,1,0,0,0,0,0
_____ _____ ______ ______ _____ ______ ______ ______ _ _____ __ _____ _______ __ __ ____ __ _____ _ ____ _______ __ ____ _____ _____,0,0,0,0,0,0,1,0,0,0,0
____ ___ ____ __ ____ ____ ____ ____ ______ __ _____ _____ ______ ___ ____ ___ ___ ______,0,0,0,1,0,1,1,0,0,0,0
____ | ______ ____ 4 _____ _80 _____ _____ ______ ______ ____ 24 ____,0,0,0,0,0,0,0,0,1,0,0
_____ __ ______ _____ ____ ______ ___ ________ _____ ____ ______ ____ ___ ___ _____ ____ __ ______ _____ ___ _____ ____ ___ _____ ___ ____ (___ ___) ,0,0,0,0,0,0,0,0,0,0,1
"____ _____ ___ ____ _____ ____ _______ __ _____ ____ ____ _______ ______ __ ____ ____ __ ______ _ ____ ______ ______ (____ _____) _ (_________) .",0,0,0,0,0,1,0,0,0,0,0
| _____ 931 ____ _____ ______ ______ __ ________,0,0,0,0,0,0,0,0,1,0,0
______ ___ ___ ______ __ _____ ___ ____ _____,0,0,0,0,0,0,1,0,0,0,0
____ :_____ _____ ____ __ _____ _____ ______ ______ .  _____ _____ ____  ___ _______ __  ___ _____ ______ ___,0,0,0,0,0,0,0,0,1,0,0
 ___ _____ _____ ___ ____ ___ _____ _______ ______ __ ______.  ,0,0,0,0,0,0,0,0,1,0,0
____ ___ ____ ______ ____ ______ ____ 11 ___ ___ ______ ____ ______ _____ ____,0,0,0,0,1,0,1,0,0,0,0
____ | _____ _____ ________: 80 _____ _____ ______ ______ ____ ________ ___ 1202 _4 _____ _____ ____ ________ ___ 69,0,0,0,0,0,0,0,0,1,0,0
___ __ ___ ______ ___ ______ ___ ___ ____ __ ______ ____ ...__ ____ _______ ____ ___ ____ ____ ____ ___,0,0,0,0,1,1,1,0,0,0,0
____ ___ ___ ______ _____ ____  ______ ___ unamused_face ___ __ _____,0,0,0,0,0,1,1,0,0,0,0
_____ _____ ________: 80 _____ _____ ______ ______ ____ ________ ___ 1202 _4 _____ _____ ____ ________ ___ 69,0,0,0,0,0,0,0,0,1,0,0
_____________________ ____ ____ ____ ______ _____ ____ _____,0,0,0,0,0,0,0,0,0,0,1
________ ______ ____ _______ ________ _______   ,0,0,0,0,0,0,0,0,0,1,0
_____ 931 ____ _____ ______ __ ________ __ _____ 828 __,0,0,0,0,0,0,0,0,1,0,0
____ ___ __ _______ _____ ___ _____ __ ______ ___ ____ ___ ______ _____ ____ (___) _,1,0,0,0,0,0,0,0,0,0,0
____ _______| _____ _____ ________: 80 _____ _____ ______ ______ ____ ________ ___ 1202 _4 _____ _____ ____ ________ ___ 69,0,0,0,0,0,0,0,0,1,0,0
____ !!!  ______ ______ ______ __ ______ ___ 1202 _____ _ 69 ____ _ 452 ____.,0,0,0,0,0,0,0,0,1,0,0
