text,optimism,pessimism,sadness,surprise
كلما كان حجم التآمر عليك والمعاناة التي تواجهها فاعلم ان ذلك ضريبة النجاح الادم قليل من الصبر ستصل,1,0,1,0
@Mohamedfarag000 الله ده انت بتغيظني بقااا 😒👊\nماشي م كلو بينجح فيه بس الاسئله بتخض شويه 😨🙈,0,1,0,0
وأن بكى صديقك لا تواسيه فقط قف أمامة لتحجب رؤية البشر عنه حتى لا يروه منكسرآ مساء الخير 🙋,0,0,1,0
إكفني شر الفجعة والفقد ياعظيم ولا تختبر صبري برحيل شخص عزيز على قلبي,0,0,1,0
@ahmedkhalel855 هو انا معي مصاري وموفرة يا حسرة 😭💔\nشو اللي جابرك عالمر ! الامرّ منه 😂😪,0,0,1,0
اخذت حبتين منوم و دحين احس قلبي حيطلع من قوة الخفقان 💔💔💔💔!!,0,0,1,0
هذا مؤشر خطير جدا على وصولهم لحالة عدم الاكتراث او الخوف من الامن ومن القانون #اعتداء_تكارنه_علي_رجل_امن,0,1,1,0
سيئين الناس اللي بيحبوك إذا حبيتهم فقط\nوغير هيك بتتحول لكره وتمني شر 🤔\n#غدر_الصحاب,0,1,1,0
ياللى #زعلان مني و #مخاصمني ومش عايز تاني #تكلمنى..\n.\nيلا في #داهيه,0,1,1,0
ربي إني لا اخاف الموت ذاته لكن أخاف عذاب القبر ووحشته ربي إجعل قبري بعد فراق الدنيا أجمل مسكن تغفو به عيني وأرزقني من يدعو لي دون ملل❤️,1,0,0,0
اللهم اجعل دموعنا دموع فرحة لا دموع ندم أو حسرة,1,0,0,0
تركت الدراسة بسبب المضايقات الله ياخذهم ماشفنا منهم عاطفة,0,0,1,0
الله يجيرنا من وجع القلب اللي فجأه 💔,0,0,1,0
كويس اننا لسه محافظين ف زاكرتنا ع شويه حاجات مبهجه كفيله انها تسعدنا لما نفتكرها والله 🌸 💞,1,0,0,0
- من أنت يا هناء - أنا حمامة الأيك نشوة الحب أنشودة المطر - أنت ذبحة القلب يا هناء ووجع الروح وغصة العمر,0,0,1,0
انا نفسي في دكتور نفسي زي #بهجت كده 😂😂😂😂😂 \nفينك من زمان ولا كنا خدنا مهدئات ولا اي بلا ازرق @AkramHosny \n#ريح_المدام,1,0,0,0
@haythamabokhal1 بطلوا النغمة دي يا اهبل الارض والعرض مصان\n وياما اكلتم على جسد القضية الفلسطينية\nقول الكلام ده لحركة سماح احسن,0,1,1,0
من كثر ما احس ان #قلبي يعورني من اشياء كثيره ودي اقولها بسس مو قادرهه ماعندي كلام يوصفها لدرجه ان #دموعي تنزل منها #ياوجع قلبي بس )',0,1,1,0
الف تحيه لهذا الرئيس البطل 🙏 🏻 كم نحتاج لأمثاله بوقتنا الحالي 😢 الله يسامح المصريين ولاهذااحديثورضده ويفرط فيه 😡 😑,0,0,1,0
عقلك قلبك دايم مهموم بسعادة الأمه كل عام يعود عليها عيد جديد سعيد عساكم ونحن من عواده,1,0,0,0
عدت لذات المكان ؛ لذات الرغبة بالهروب ؛ لذات إحساس الخوف والرهبة ؛ لذات الشوق المخلوط بالحسرة #قروب_الزالزل_للدعم,0,0,1,0
حالتي زي علامة التعجب لما تكون لحالها من غير جملة...لا عارف ليش موجودة و لا فاهم وين الجملة ؟؟ #غريب #عجيب #تنهيدة #حياة,0,1,1,0
كل عام و انتم بألف خير اعاده الله عليكم بالخير و اليمن و البركات عيد سعيد #افرحوا,1,0,0,0
- شعور حزين : اذا كنت تضحك وفجأة تتذكر و تسكت #بوح #حزن #فراق #خيانه #حب,0,0,1,0
@SElgeddawy @salmasadat اهو القر ده سبب الترم التالت 😠,0,1,0,0
#اليوم_العالمي_للسعادة وأني خيرها السعادة ضايعة 😂 😂 عندها يوم خاص #صباحكم #سعادة,1,0,0,0
لا يوجد أحن من الله علينا ف بسم الله الرحمن الرحيم وفي ودائع الله كل ما تبقى لي من فرح في هذه الحياة #ابتهاج_بحاجه_متبرع_كبد,1,0,0,0
حب عظيم للكتابة وللعزلة ولحزني🖤🖤,0,0,1,0
تؤكد دراسة للبروفسور Todd Kashdan في جامعة George Mason أن النساء اللواتي يشكرن أزواجهن يكن أكثر سعادة ويعشن عمرا أطول #السعادة #زواج,1,0,0,1
كان يوم عبارة عن تأنيب ضمير لأول مرة اقدر اتغلب علي واعتذر معني مب مقتنعة ياللهول كمية ال اخخيرا 🌝 😁,1,0,0,0
علي قدر الواحد يكون مبسوط و متفائل علي قدر ما تحصل ليهو حاجه تعكر ليهو مازاجو و تخرب عليهو اي حاجه 😢 💔 #احباط,0,1,1,0
كان مجرد شعور لكنه استقر و تمرد و فاضح,0,0,1,0
مشهد النشوة بالنعمة الجديدة، والإنسان حاسس تجاه ربنا بالحياء ويقول يا ما انت كريم يا رب، ربنا عايزك دايمًا تحس بالشعور ده \n#رسالة_من_الله,1,0,0,0
#دموع_الشريان قصتها حزينه والحمد لله جمعها الله مع اهلها لكن انا مابكني الا داود والله,0,0,1,0
@merna_hassn @Haroun_95 ده ملوش علاقه بيكم انا كده كده هبهدلكم كئابه 😡😡,0,1,1,0
حاجزين فندق ف الصور عجيب ، والواقع م أقول غير أستغفرك ربي 😊,0,1,0,0
ما بعرف ايمتا لح يستوعبو انو السوريين كرامتهن بتسوى العالم كلو وماننا بحاجة شفقة من حدا يا طيبين انتو\n#الصدمة,0,0,1,1
@youm7 ههههههههههههههههه\nشوفوا حتى الطائرات عماله تخبط فى بعضها من الارتباك \nارحمونا من النفاق والكذب بقى,0,1,0,0
السوق هالفتره هش جدا خلك بعيد وانطر حل الازمة كل شي متوقع بالأيام القادمه الوزني كسر 400 واغلب الأسهم اعطت أشارة سلبية والله أعلم,0,1,1,0
عندما يغزو بيتنا الجديد ضحكتك وصوتك ويحتل كل شبرٍ فيه .. عندها فقط سنقيم الاحتفالات بالأعياد، عندما فقط تقتلين ذاك الشّبح ، عندما تؤمنين بك.,1,0,0,0
وسبحان الله دائماً لما يتوفى حد يتليوه كم حد ، تعودنا كل سنه ، هذي السنه امس خبر وفاه اليوم خبر ،ويارب تكون اخر الأحزان ، يارب ما نفس كل مره,0,0,1,0
جابت لي الحزن والكآبة وكمان ترقص تقوتاه 😕,0,0,1,0
انا #حزين و ما اخفي عليك حزني وانت داري ان #غيابك اول اسبابه 🦋 _ _ #قروب_شهد_للدعم,0,0,1,0
اتمنى البراءة لمحمود..من الناس المحترمة جدا فعلا مش ببالغ.. اتفاجئت ان هو اللي قتل السايس اللي اعتدى عليه ده\nالسايس_بلطجي_افرجوا_عن_الطبيب,0,0,1,1
عارف انت الوقفه بتاعت الدوخه دي اللي بتخليك تشوف الدنيا سوده لمده 30 ثانيه لـ دقيقه ، ده إنذار للموت المبكر 😢✋\n#7H,0,1,1,0
معرفش ايه علاقه حزن البنت وانكسارها ب انها تقص شعرها وليه قص الشعر مرتبط بالاكتئاب بالنسبه ليهم مهو هيطلع تاني مقصناش ودانك يعني,0,1,1,0
#عابس الصامتون هم الخطر الاكبر على العراق حيث يرون الظالم يظلم والباطل والفاسد وهم ملتزمين بالسكوت الى اين ياعراق الخير,0,1,1,0
اضرب بسيفك لاتهب اضرب جبين ابي لهب اضرب و انت الفارس المقدام يملؤه الغضب #صدى_الشام #في_سبيل_الله_نمضي #وقل_اعملوا #ياعباد الله اثبتوا,1,0,0,0
واكثر شيء صدمني بالحلقة كان كلام رستم مع ابو نظارات جدا غريبة الحركة اللي سواها + انصدمت من خوف وارتجاف ابو نظارات قدام رستم 😕 #EDHO,0,1,1,1
النقاش مع شخص تحبه وتثق فيه مفيد جدا في تخفيف التوتر والاكتئاب ويمنحك ثقة كبيرة في نفسك #اكبر_عيوب_الرجال,1,0,0,0
مو عآرف هو ذبول ولا تبلد اللي أعرفه إن فيني تعب وهدوء,0,1,1,0
أخاف أجيه ومالي ف قلبه مكان اخاف أحكي عن شوقي ويهملني #آلمغترب 🦅,0,0,1,0
والقهوة لا تشرب على عجل ☕ ️ اعتذر من معشوقتي هالشهر ما تلذذت فيها اما على آذان الفجر ولا على آذان المغرب 😢 💔,0,0,1,0
يعني هالموسم لعب كقلب دفاع ولعب محور ورجع ظهير وكلها مستواه متواضع خوفي يكون فورة موسم 2016 ونبلش فيه ان شاء الله يخالف التوقعات,0,0,1,0
أخاف أن أحب أحد لكي لا أتجرع الم الفراق يوما,0,1,1,0
#الشعب #غاضب الشعب #قادر ؛ الشعب قادرالشعب غاضب غاضب,1,0,0,0
السيااسه وجع راس ولو بنحكي لمية سنه قدام مو متغير شي غير الحقد والكراهيه,0,1,1,0
والدوخه اللي بتخليك تشوف الدنيا سوده لمده 30 ثانيه ده إنذار للموت المبكر ✋,0,1,1,0
تعيش عمرك وين ماكنت مسرور والله يحقق يا الغلا دوم مسعآك,1,0,0,0
روحى غيرة حفاظتك ي مجرمه اتفوه عليكى عميله وسخه ي رب تموتى شر ميته,0,1,0,0
صح رمضانكم لكل الكنزاوين فردا فردا و كل الاحباب و تصوموه بالصحة و الهناء و يتقبل انشاء الله صيامكم و قيامكم في هدا الشهر الكريم امين يا رب,1,0,0,0
خلي حياتك أغلبها #ضحك' 😂 #فرح 😍 🎵 #سعادة' ❤ #اهتم' بالتفاصيل 😍 وتجاهل كل الشغلات' يلي بتعكر' مزاجك 😉 😌 عيش' لنفسك #واسعدها 💙 😌 ✋,1,0,0,0
صار لي فترة في #عزلة عن جميع العلاقات، عدا المقرّبين وهم ٤ أشخاص.. ومجموعتين، وحدة طلعة شهرية والثانية بالثلاث شهور وهم من الخواص يعني :(,0,0,1,0
@omar___abdallah  يارب عيل ابن وسخه هو مش بيحب القراءه لقي حاجه عن التصوير علق زي المعلم ده @mahmoodanter\nوالكتاب وقع انا مالي 😠😠,0,1,0,0
ㅤ بعض الأصدقاء أرواح جميلہ تعزف النقاء وترا والوفاء لحنا معرفتهم ك التاج نحملها فخرآ بك افتخر شكرامن 👈 ❤️#فرحتي,1,0,0,0
التحالف يسقط #طيارة #سورية فوق سورية. هيدا اعتداء واضح. يعني اي#تحالف اليوم بيقدر يسقط اي طاءرة فوق بلدها? لنفهم والكل يتصرف يا امم.,0,1,0,0
الإعلام أداة تصنع الوعي فإذا تحول إلى سلاح أو وسيلة للترهيب والسيطرة فذلك يعني أن الوعي سيكون جريمة يحاربها الإعلام :),0,1,0,0
#وداعا_توتي يوم حزين لروما وملكها يتخلى عن العرش,0,0,1,0
لليوم وبكرا وللابد اعرف اشيل همومي بالحالي واعرف افضفض لنفسي شكرا للبشر الي تبي تساعد جد شكرا لكن مااحتاجكم❤️❤️❤️,0,1,1,0
@olll288 امين يارب ويحفظك يااحلى صثقف لمااشوفك مواضيعك في تويتر احس بسعادة ونا اقرى تغريداتك ربي يسعدك وع قولتك كل إنسان وظروفه,1,0,0,0
ليت فيه تطبيق يسوي صعق كهربائي عن بعد لانو ودي اصعق كثيرين اعرفهم عالنت 🔪,0,1,0,0
انا اقتنعت اقتناع تام اني كحتاج ادخل مصحه نفسيه لاني اكتشفت اني مهتم بنغمة الموبايل وانا اصلا عامله دايما صامت ومشغل مود عدم الازعاج 😌,0,1,0,0
دكتوره انا أمس تعرضت لصدمه وبعدها صرخت بشكل هستيري بكيت وعبرت عن غضبي بزياده اليوم انا احس كل جسمي تعبان,0,0,1,0
امانه لو تفارقنا وكلن راح بدربه\nأمانة لاتناساني تراني مستحيل أنساك\nأنا خايفه من الأيام تراها حيل مقلوبه\nأخاف اجيك مشتاقه تقولي م بيك 🚶🏻💔#b,0,0,1,0
وجاا الخميس يلاا بروح اشوف الموقع دعواتكم بالدقيقتين ذي #موت #توتر #قلق #رعب,0,0,0,1
مين يداوي جروحي..,0,1,1,0
يارب الشوق فاض لفقيدتي يالله الشوق هد حيلي يارب ان الشوق للميت مُميت خفف هالشوق والحنين برويتها بالمنام يارحيم ارحم حال قلبي وضعفي.\n#توفي,0,0,1,0
بتبصوا ليهه بشفقة ومالكوا متعاطفين أنا مش حزين بالعكس أنا عادي أنتوا اللي مش فاهمين أنتوا اللي مكتئبين,0,0,1,0
أتريد السعادة حقا ⛹️‍♀️ لا تبحث عنها بعيدا ⛹️‍♀️ إنها بداخلك ⛹️‍♀️ د إبراهيم الفقى #بين_الكبرياء_والحنين #مزاحمات_فكرية,1,0,0,0
متضيعوش وقتكم في الخصام و الزعل الكتير حاول تخلي الزعل قليل علي قد ما تقدر و ابسطوا بعض عشان يفضل بينكم ذكري حلوة,1,0,0,0
يارب انا تعبانة ومكتئبة وفي حالة هستيريا بجد مش طبيعية.. ولسة داخلة على امتحانات كمان، يارب ساعدني .,0,0,1,0
الله ساخط ببنزيما عشان كذا حظة بالحضيض يبوس بنات خلق الله واخر السنة يروح يحج,0,1,0,0
على فكرة مفيش حاجة اسمها #حظ فى حاجة اسمها #قدر يعنى لازم تقابل الحزن علشان تعرف قيمة #السعادة,1,0,1,0
سر تعلق الفتاة بأبيها : أنها ترى به حائطا زمنيا شاهقا بينها ومخاوفها وأنه الوحيد القادر على أن يعد قلبها خيرا ويفي بوعده,1,0,0,0
عندما كنت أراك #حزين كنت أحزن لأنني فشلت في إسعادك أما أنت فكنت تتهمني #بالكآبة 💛,0,0,1,0
ليلة وداعّك شيء ماهو بمعقول! \nوللحين احس بحزنها وين ما رحت ..\nمدري وش صار بس مثل ما تقول!\nما طاحت الدمعه ولكن انا طحت ..\n#رهبة_وداع,0,0,1,0
اللى زعلانين من رد الفعل الغاضب من اخواتنا المسيحيين.\nسؤال يعنى..هوة انتوا مابتحسوش؟!\nلهم حق يغضبوا,0,0,1,0
"ليه باقي لك وسط صدري #حنين ؟ \nوليه كل ما أكرهك , ما أكرهك ؟ .✨",0,0,1,0
مييين يبغى يفهم الكيتوني كله 😃؟؟؟؟؟\nعندي طريقة مرررررة حلوة 😁😁😁😁😁\nتبغي تعريفيها كلميني خاص 🤐\n#كيتوني #كيتوجينك #رجيم #عرب_دايت \n#دايت #رجيم,1,0,0,1
@na3na333 يا دي النيلة عليا 😠,0,1,0,0
ﻫﻮ ﻓﻰ ﺣﺪ ﺑﻴﺪﻭﺭ ﻋﻠﻴﺎ ؟ ! ﻳﻌﻨﻰ ﻓﻰ ﺣﺪ ﻛﺪﻩ ﺑﻴﻄﻤﻦ ﻣﻦ ﺑﻌﻴﺪ لبعيد ويشوف انا بكتب ايه وبكلم مين ؟ ويزعل لو فييوم زعلت ويقلق لو يوم غبت؟,0,1,0,0
زعلان مابتوصله كريمات ومرطبات راعو مشاعره,0,1,1,0
صباحكك #سعادة مالها نهاية 😘 ❤ 💭,1,0,0,0
اشيل هم اللي عن الهم سآلين يارب سخر لي من يشيل همي,1,0,1,0
@arabqoute كلنا كالقمر لنا ماضي سيء اقصد جانب سيء 😅,0,1,0,0
طيب بخصوص لشعرات ماخلصهون 😍 😍 😂 😂 😍 #تركا_علينا #القمر_عنا #فرحة_رمضان #محمد_قيس #mk_bdy,1,0,0,0
ما قد تابعت لمباراة لاستراليا صراحة بس كل الفرق والمنتخبات تقف دقيقة الحداد واللي صار اليوم خطأ جسيم,0,0,1,0
مبروك يا اهلى يامشرفنا بالرغم ان معايا امتحان مقدرتش مشوفش الماتش #صالح #جمعة #مؤمن #زكريا #كنتم #متألقين #اهلاوية #وافتخر,1,0,0,0
@docshayji انت تخرف من راسك.  المعلمي اليوم يقول لاتغيير علئ الشروط.  انت تفهم عربي ولا فارسي ولا تركي. !!! 😡,0,1,0,0
أهو جه أنقذها في شهر أيلول و انت واقف زي الطروبش #ريح_المدام 😂,0,1,0,1
النكد عندي صار زي الروتين.,0,1,1,0
تنهيدة فيها تعب الدنيا,0,1,1,0
جميل بكل مافيه قلبي حتى حين يحزن يحزن بصمت ويزرع ورداً بين محياه #تنهيدة,0,1,1,0
@shahad_zahranix لا مو مستهدفون😂💔وماني ماشيه مع كلام احد انا مافهمتيني\nانا اقصد شي شين اني اشوف الكره يوصل لكذا\nماعاد فيه مشاعر رحمه يعني😢,0,1,1,0
تفاؤل على نفسك,1,0,0,0
@Magdy5550 @Meeedaaany @Emansheeshaa ما خلاص بقا يا ميداني انا قاعد من يومها تعبان اساسا 😂😂😂😢😢😢😢,0,0,1,0
-احيانا تكون راحه قلبك في حس شخص يعني ببساطه كل اللخبطه والأشياء البشعه اللي جواتك تختفي بكلمه منه #قلبك #راحة #احساس #ملخبط #افكربك,1,0,0,0
اشتروا شوكار يا جماعة الشوكار بتفرح و تقلبك مودك و تخليك مبتهج 😍,1,0,0,0
لا لوم يقع على الحكام ولا العلماء ولا النخب ولا الشعوب فعلى من يقع اللوم يبدو أنه الحسد أو فعل العفاريت #أسرة #خيانة #حماقة #وعي,0,1,0,0
شيء جميل لما تنجرح يدك ، لان بتصيرين الدلوعه في البيت اللي م تسوي شيء بحجة أن يدها مجروحه 🙇🏻‍♀️.,1,0,0,0
"انت وانا "" واشباهنا كل المواقف ضدنا حزن وعنا هجر وفنا رتب لنا موعد #فراق "" اشواقنا ماهي لنا",0,0,1,0
مع أني مصاب بالاكتئاب لمدة أطول من نوبات الهلع و ال anxiety و دمرني الاكتئاب بشكل لا يوصف الا أني انتحرت بسبب نوبات الهلع,0,1,1,0
سيحاسبني الله على ما اسببه لعائلتي من ذعر وخوف 🌚,0,0,1,0
"كويس هيقواين مو مع برشلونة , كان حطوا سبب ضياع البلنتي في راسه الضعيف 😥",0,0,1,0
#عتاب #غياب #فراق #عشق #قصايد #حب - رآحو وانا قلبي عن دربهم مآ تآب - آغليتهم من جد بس آوجعونيء,0,0,1,0
١ | رمضان 🌙 ✨ أنت خلقت لتعبد الله ومن ثم لتصبح مبتهجا فلا بهجة تحتويك ما لم تكن مع الله 🌱 🍂,1,0,0,0
محطمة انا من الداخل وانزف دموعا بكثره,0,1,1,0
ودي افرح يا أم خالد فرحتين فرحة بالعيد وفرحه بديون والله ان الدين هو عمات عين وفي جنابك مايخيب الظنون امي سلامه,1,0,0,0
#تغيير_تصنيف_خريجي_التغذيه اكبر خيبة أمل  صارت من الجامعه انو تخرجنا اخصائيات تغذيه ونتصنف فنيات ..!,0,1,1,0
ي رب إجعل نهاية هالهم فرح 😭 💙,1,0,1,0
ربي ارزقني راحه البال هدوء النفس سكينه الروح طمأنينة القلب يارب وحدك اعلم مافي داخلي ف اشرح لي صدري ويسر لي امري صباح الخير❤,1,0,0,0
اساتم الى الشعب السعودي من خلال اعلامي منبوذ ولايمثل الشعب لهتافاته المحرضه ومحاربته لشبابنا وتحريضه لانقسام مكه عن المملكه,0,0,1,0
حسيت بالانجاز العظيم والله باضل مستانسه سنه قدام وكل ما اتذكر هالشي ابتسامتي من المشرق للمغرب 😂😭❤❤❤❤❤❤❤❤,1,0,0,0
🌷 قمة السعاده ان تكون في عاصفة ذكرياتك الماضيه التي مضى عليها سنيوات وفجأة تصلك رساله من غلاها وغلا مرسلها تشعر بسعادة تغمر قلبك فرحآ وسرور 🌷,1,0,0,0
امك لسه بتدعيلك وروحها ف كل مكان حواليك.🌹 طول العمر ليكي يا بحر من الحنان  #الفرحه_انك,1,0,0,0
#يوم_الام اللهم اجعل أمي ﻻ تشتكي هما وﻻ تتألم وجعا واسعدها سعادة ﻻ إكتفاء منها,1,0,0,0
انا سمعت كده جاتلي هستيريا ضحك بنت وسخة والميكروباص كله اتفرج عليا واتفضحت والحمد لله يعني,0,0,0,1
محد يحس بالجمود بالحياة للي بداخلِك،بالعُتمة للي بدأت تستحل حلاوّة ايامِك،بلا صاحب بلا بطيخ .,0,1,1,0
"#فولورز_ليالي_رمضان كم مره بصيت فـ وش اصدقائك وقرايبك والناس الـ عاملين نفسهم بيحبوك بـ الكدب وقلت لنفسك ""أنا لا أنتمي لهؤلاء الحمقي"" 😡😂😜 ..",0,1,1,0
ألم يئن للأحرار أن يغضبوا على هذه العائلة المحتله حسبنا الله ونعم الوكيل,0,0,1,0
حماس أرعبت الصهاينة وجعلتهم ينزلون تحت الأرض كالحرذان بينما جعل منهم أعاريب هذا الزمان سادة المؤتمرات والاحتفالات,0,0,1,0
الصوم والفطر والأعياد والعصر منيرة بك حتى الشمس والقمر عيد سعيد وكل عام وأنتم بخير,1,0,0,0
احذر أن تحب أحدا ثم تسمح له أن يبتعد عنك دون أن تبوح له بشيء من تلك المشاعر ولو كلمة إن فعلت فسيرافقك ذاك الحب كغصة حنين طيلة عمرك,0,1,0,0
عندما ذهبت حتى السعادة ارتدت السواد معلنة الحزن والحداد 💖 #حنين,0,0,1,0
محد مفقوع قلبوو 😩 😫 #مكتئبة,0,0,1,0
أولٰئك الباقون الراحلون المتشكلون على هيئة #غصة تغتال السعادة فينا اجعلنا يا الله نذكرهم دون توجع ' 💔,0,1,1,0
حزني دبل وهمي اصبح اضعاف\nماهو مجاكر ياهل القلوب الحزينه \nفرقا منهو كسرني بلا ميعاد وعاف    \nاقفى وروحي على فرقاهه حزينهه,0,0,1,0
يا من أقسمت بأنك لن ترحل ورحلت !! شلونك وشخبارك بعد ؟؟,0,1,1,0
يا رب سخر لي أسباب الرضا والسرور ما يجعل القلب من زود السعادة يطير واجعلي بكل ما به خير للناس دور وارزقني الصدق والإخلاص في كل خير ب 📝,1,0,0,0
#مسلم_البراك : أرعبوا الناس وأصبح كل كويتي وكويتية يخشى على سحب جنسيته #الكويت,0,0,1,0
انت خايف #تخسرهم #خايف جدا #مرعوب حمار متعرفش ان #الخساره أهون بكتير م الخوف,0,0,1,0
@dalaaalmoufti الافتار حلو اوى اوى يادلوعتنا ..بهجة ..ربنا يديم فرحك وضحكتك,1,0,0,0
#طفش #ملل #زهق #هم #روتين_خرا #كدر #لاشغلهولاعمله,0,0,1,0
المصيبه للحين في ناس مصدقين انها ساحره لانها بس كانت مذعوره 😂 ساحرات اخر زمن يصورون طلاسمهم بمكتبه,0,1,0,0
كُل بسمة من\nورا وجهك صباح ..,1,0,0,0
العزلة مع نفسك وانك تبعد عن الناس فتره دي حاجه حلوه والله مش اكتئاب,0,0,1,0
مقدر أصبر (غصة) ل : بعدين !\n أحس ب اني مت وتحسني (حي) \nللحين اشوفك حبيبي ول الحين\n تشوفني : ماني حبيبك .. ولا شيء!!,0,1,1,0
حتى زعلنا ودموعنا مو فارقه يا حسافة العشره بس !,0,0,1,0
لما تدمع عيونك فجأة على شيء مكتوب بداخلك وبسرعه تمسح دموعك على اساس انك قوي شعور يشبه الموت,0,1,1,0
مئات آلالاف المسلمين انحرقوا أحياء وذُبِحوا وشُرِدوا ب بورما،حوالي ٤ مليون بخطر التطهير العرقي،بس سا ڤا مش متاولة ما فينا ننفعط ونقول كربلاء,0,0,1,0
لان بقولنا بيعه زال الحقد فجأه فاستشاط غضب يريد يعود الحقد فقلنا الناس شقي وسعيد,0,0,1,1
يقولو اذا مو عاجبك اطلع برا فين اروح بالله وهذا وطني 😠 #أمير_يعتدي_على_مواطنين,0,0,1,0
#انا_متأتأ اخوي الصغير كان يتكلم زين لكن من الضرب والصراخ وتخويفه صار يتأتأ كنت انا اللي اربيه واتعامل معاه بهدوء وبكل حنين واستغربت تأتأته,0,0,1,0
ربي خلي لي الناس يلي تسعد بالكلام الجميل يارب اسعدهم 💜💜,1,0,0,0
"٢٩ | رمضان 🌙 اللهم أجعل رمضان هذا العام خاتمه لأحزاننا وبدايه لافراحنا ونعوذ بگ في هذا الشهر من كل ذنب يحبس رزقنا أو يبطل صومنا "" 💕",1,0,0,0
@xox0066 @8_juoojy14 امير زوجي حزني راح يقعد لحاله😢💔,0,0,1,0
😭 احس بتأنيب ضمير قوي لاني افطرت مع ان عندي سبب كنت بموت من الم معدتي,0,0,1,0
صداع الف ومليون وستميه وباقي شوي على الاذان والبندول نسيته عند عمي #ضيقه_تايم #جرح #دنيا_قاسيه 💔 💔,0,0,1,0
ياريت الي عنده كلمة حلوة يقولها لكن جو الترهيب والتخويف ده بلاش منه احسن لمصلحتنا كلنا يعني 🌹🌹🌹,1,0,0,0
العالم عنده اسلامفوبيا، وبابا عنده سلمى فوبيا!\nبخاف يفوت ع غرفتي! بدي اكلك مثلاً!!,0,1,0,0
علي قدر الواحد يكون مبسوط و متفائل\nعلي قدر ما تحصل ليهو حاجه تعكر ليهو مازاجو و تخرب عليهو اي حاجه 😢💔\n#احباط,0,1,1,0
"امس انا وهو 💌 نقهرالعالم واليوم انا وهو 🍂 ""نقهر بعضنا "" #بيسيات #قهر #حزن #فراق",0,1,1,0
@aleissaahmed قلت لكم كل شي عندنا فيه ارتباك ماهو بس الوزير الي عنده ارتباك تراه والله مايدري ويش السالفه,0,1,0,0
@AssmaaGamal هييجى يوم وتشربى منه لا تيأسى 😀,1,0,1,0
- حنين جوانا يحكي و شوق جوانا يبكي و الدمع ساقية كبت 😔,0,0,1,0
أول مرة ف حياتي اشوف اصابة زي اصابة لوك شو او محمد ابراهيم دي لايف عالحقيقة بيبقي الموضوع صعب جدا،منظر مروع جدا مع صرخة الاعب ومنظره ع الارض,0,0,1,0
- ماذا إذا كنت تود الصراخ بصوت عال و عاجز تماما على النطق بأي شيء ترغب بعناق طويل و لا تجيد سوى مواساة نفسك بعناق وسادة,0,1,1,0
#مهند_الفلسطيني_يشتمنا_ونكرمه1 طيب مهند وبياخذ جزاه واللي يتصورون معه وش جزاهم كل تيس يمسك معزاه اللي تتصور مع الغريب مثل عبادي او غيره,0,1,1,0
@qatra_rain @AdelAliBinAli فالك الفوز قطرة \nبس حساباتنا صغيرة يا حسرة محد يلتفت الها 😫,0,1,1,0
لم تكوني سوى خيبة أمل,0,1,1,0
@Miyr6 @eiio36 طيب مميار جد جد اوصفيني ودي احد يوصفني بشوف كيف الناس شايفيني 😅 .,1,0,0,0
بات أحاديث البشر تافهة تافهة جدا يا صديقتي #عزلة #hamadah,0,1,1,0
لتعيش بسعاده تجنب التأمل الطويل بالماضي,1,0,0,0
يقتلني مزاجي العائم جميع الاشخاص الذين احبهم احبهم في تاره وفي تاره اخرى اشعر نوحوهم بغضب حاد,0,0,1,0
مش عاوز اشتم البدري علشان في رمضان بس والله وصبرنا يارب,0,1,1,0
"@elissakh أنا أيضا إخترت ""فريش لوك"" لعيون متألقة\nمتل #اليسا\n#Fresh Look  \n👀😍👍\nشكرا يا ديفا ع العدسات الرآئعة\nوع اللايك\n#اسعدتيني\nLove u😘💗",1,0,0,0
سر السعادة حسن ظنك بالذي خلق الحياة وقسم الأرزاق اللهم لا تعلق قلبي إلا بك وأجعل حياتي كلها لك وأغنيني بك عن من سواك يا الله #حلمي_الجنه🥀,1,0,0,0
ربنا ده كريم أوي يقطع من هنا و يوصل من هنا\nزي مابنلاقي حد كل همه أنه يعد أخطائنا\nهتلاقي اللي يطبطب عليك\n و يديك الثقه اللي تعزز نفسك\n#سعادة,1,0,0,0
"دمتم لي أعيادا لا أفقدها ودامت لكم سعادة الكون بأكملها "" كل عام وأنتم بخير "" ❤️ ✋ ️",1,0,0,0
الايه نزلت في الفئه اللي كانت تقتل اطفالهم خشية الفقر ما ادري ايش دخلها في كلام ياسر,0,0,0,1
ملعونة البدايات اللي بتخلينا طايرين من الفرحة لفترة محدودة أوي ولما نوصل للنهاية نكون فقدنا الشغف ف كل حاجة ملعون جمال أول حاجة ف كل حاجة..,0,0,1,0
من عواقب المعاصي خوف في القلب واضطراب #كآبة دائمة نكد في المعيشة #فإن له معيشة ضنكا حجاب بين العبد وربه,0,0,1,0
"قد تخوفنا الدنيا كثيرا ف ي رب أكفنا كل شر ومكروه فنحن عبادك لاحول لنا ولاقوه إلا بك وأسعدنا وأرزقنا رضاك والفردوس الأعلئ من الجنه ي الله"" ♡",1,0,0,0
@shudi96 حبيبتي مو تشاؤم بس الشوط مخيف,0,1,0,0
@Ma7med_Reda بقى كده لازم تروح كل يوم في مأتم 😂😂😂💔\nاذا الشيخ محاضرته مو عن التفاؤل أطلع اشرب شاي😂😂,0,1,0,0
